"Point.Forecast"
7970.87830446241
7990.41212918092
8007.028572201
8021.36917250061
8033.89400829429
8044.94282954528
8054.77274309734
8063.58239670472
8071.52803399078
8078.73446629738
8085.30276127661
8091.31575021504
8096.84204999274
8101.93905124303
8106.65517287236
8111.03158679382
8115.10355402064
8118.90147156836
8122.45170135334
8125.77723278766
8128.89821711778
8131.83240184971
8134.59548661309
8137.20141671808
8139.662626898
8141.99024492693
8144.19426268964
8146.28368067722
8148.26663065121
8150.15048026879
8151.94192272117
8153.64705385668
8155.27143880133
8156.82016972555
8158.29791611398
8159.70896866088
8161.05727772444
8162.34648711882
8163.57996389714
8164.76082467524
8165.89195896091
8166.97604988259
8168.01559265319
8169.01291105556
8169.97017219495
8170.88939972986
8171.77248576292
8172.62120154931
8173.43720715907
8174.22206021187
8174.9772237876
8175.70407360308
8176.40390453388
8177.07793655086
8177.72732013226
8178.35314120537
8178.9564256652
8179.53814351239
8180.09921264761
8180.64050235566
8181.16283650882
8181.66699651582
8182.15372403995
8182.62372350737
8183.07766442448
8183.51618352133
8183.93988673635
8184.34935105597
8184.74512622166
8185.12773631547
8185.4976812342
8185.85543806131
8186.20146234494
8186.53618928944
8186.86003486733
8187.17339685793
8187.47665581825
8187.77017599137
8188.05430615697
8188.32938042843
8188.5957190003
8188.85362884984
8189.10340439599
8189.34532811865
8189.57967114126
8189.80669377908
8190.02664605564
8190.23976818947
8190.44629105318
8190.64643660666
8190.84041830621
8191.02844149111
8191.21070374907
8191.38739526199
8191.55869913327
8191.72479169774
8191.88584281541
8192.04201614999
8192.19346943306
8192.34035471489
8192.48281860253
8192.6210024861
8192.75504275385
8192.88507099676
8193.01121420309
8193.13359494372
8193.2523315486
8193.36753827482
8193.47932546692
8193.58779970971
8193.69306397406
8193.79521775607
8193.89435720991
8193.99057527481
8194.08396179626
8194.174603642
8194.26258481286
8194.34798654886
8194.43088743067
8194.5113634768
8194.5894882367
8194.66533287982
8194.73896628113
8194.810455103
8194.8798638737
8194.94725506276
8195.01268915329
8195.07622471129
8195.13791845235
8195.19782530554
8195.25599847495
8195.31248949868
8195.36734830564
8195.42062327015
8195.47236126437
8195.52260770881
8195.57140662093
8195.61880066188
8195.66483118148
8195.7095382616
8195.75296075786
8195.79513633985
8195.83610152986
8195.87589174021
8195.91454130925
8195.95208353605
8195.98855071382
8196.02397416223
8196.05838425852
8196.09181046751
8196.12428137063
