"Date","Forecast"
2024-08-23,55.2311312204179
2024-08-26,55.3710545163372
2024-08-27,55.3485187454047
2024-08-28,55.3391672476102
2024-08-29,55.4626704962201
2024-08-30,55.3974502027271
2024-09-02,55.3539906306599
2024-09-03,55.3115080304616
2024-09-04,55.2105581106406
2024-09-05,55.2994145781036
2024-09-06,55.3658254741215
2024-09-09,55.3158166576886
2024-09-10,55.3598152930283
2024-09-11,55.3882991432131
2024-09-12,55.3252260308192
2024-09-13,55.2976362415845
2024-09-16,55.3141078282943
2024-09-17,55.3268106597297
2024-09-18,55.3241325762765
2024-09-19,55.3270022906188
2024-09-20,55.3509707450214
2024-09-23,55.3479535123199
