Date;CopperSHMET
27/09/2022;61485
28/09/2022;61430
29/09/2022;62430
30/09/2022;62670
10/10/2022;63070
11/10/2022;63975
12/10/2022;63800
13/10/2022;63960
14/10/2022;64760
17/10/2022;64450
18/10/2022;63550
19/10/2022;62950
20/10/2022;62895
21/10/2022;64000
24/10/2022;64530
25/10/2022;64300
26/10/2022;63950
27/10/2022;64690
28/10/2022;64650
31/10/2022;63810
01/11/2022;64300
02/11/2022;64950
03/11/2022;64690
04/11/2022;64700
07/11/2022;66440
08/11/2022;66225
09/11/2022;66800
10/11/2022;67400
11/11/2022;68575
14/11/2022;67770
15/11/2022;67275
16/11/2022;67050
17/11/2022;66540
18/11/2022;66275
21/11/2022;65275
22/11/2022;65170
23/11/2022;65260
24/11/2022;65490
25/11/2022;65640
28/11/2022;64910
29/11/2022;65525
30/11/2022;65290
01/12/2022;66380
02/12/2022;66400
05/12/2022;67220
06/12/2022;66575
07/12/2022;66225
08/12/2022;66290
09/12/2022;67000
12/12/2022;66210
13/12/2022;66175
14/12/2022;66625
15/12/2022;66125
16/12/2022;65750
19/12/2022;66020
20/12/2022;65575
21/12/2022;66225
22/12/2022;66750
23/12/2022;66000
26/12/2022;66125
27/12/2022;66400
28/12/2022;66270
29/12/2022;66200
30/12/2022;66175
03/01/2023;65800
04/01/2023;65070
05/01/2023;64260
06/01/2023;65220
09/01/2023;66220
10/01/2023;66475
11/01/2023;67500
12/01/2023;68430
13/01/2023;68725
16/01/2023;68525
17/01/2023;68410
18/01/2023;69750
19/01/2023;69570
20/01/2023;70150
30/01/2023;69775
31/01/2023;69425
01/02/2023;69560
02/02/2023;69070
03/02/2023;68425
06/02/2023;68090
07/02/2023;67860
08/02/2023;68250
09/02/2023;68240
10/02/2023;68225
13/02/2023;68060
14/02/2023;68510
15/02/2023;68950
16/02/2023;68370
17/02/2023;69080
20/02/2023;69020
21/02/2023;69705
22/02/2023;70400
23/02/2023;70050
24/02/2023;69225
27/02/2023;68425
28/02/2023;68550
01/03/2023;69710
02/03/2023;69865
03/03/2023;69400
06/03/2023;69300
07/03/2023;69610
08/03/2023;68840
09/03/2023;69225
10/03/2023;69025
13/03/2023;69090
14/03/2023;68600
15/03/2023;68925
16/03/2023;67100
17/03/2023;67340
20/03/2023;67530
21/03/2023;67575
22/03/2023;68100
23/03/2023;68630
24/03/2023;69230
27/03/2023;69400
28/03/2023;69770
29/03/2023;69580
30/03/2023;69620
31/03/2023;69650
03/04/2023;69600
04/04/2023;69225
06/04/2023;68830
07/04/2023;68875
10/04/2023;68870
11/04/2023;68580
12/04/2023;69150
13/04/2023;69405
14/04/2023;70310
17/04/2023;69980
18/04/2023;69650
19/04/2023;69680
20/04/2023;69500
21/04/2023;68890
24/04/2023;68490
25/04/2023;68290
26/04/2023;67540
27/04/2023;66625
28/04/2023;67420
04/05/2023;67290
05/05/2023;66675
08/05/2023;67190
09/05/2023;67490
10/05/2023;67365
11/05/2023;66590
12/05/2023;64690
15/05/2023;64670
16/05/2023;65200
17/05/2023;64680
18/05/2023;66025
19/05/2023;65675
22/05/2023;65375
23/05/2023;65280
24/05/2023;64300
25/05/2023;63750
26/05/2023;64150
29/05/2023;65525
30/05/2023;65600
31/05/2023;65260
01/06/2023;65850
02/06/2023;66425
05/06/2023;66400
06/06/2023;67160
07/06/2023;67300
08/06/2023;67180
09/06/2023;67370
12/06/2023;67315
13/06/2023;67525
14/06/2023;68350
15/06/2023;68275
16/06/2023;68960
19/06/2023;69070
20/06/2023;69100
21/06/2023;69650
26/06/2023;69000
27/06/2023;68660
28/06/2023;68300
29/06/2023;68025
30/06/2023;68000
03/07/2023;69200
04/07/2023;68775
05/07/2023;68500
06/07/2023;68300
07/07/2023;68150
10/07/2023;68240
11/07/2023;68370
12/07/2023;68040
13/07/2023;68760
14/07/2023;69825
17/07/2023;69320
18/07/2023;68750
19/07/2023;68580
20/07/2023;68650
21/07/2023;68670
24/07/2023;68520
25/07/2023;68980
26/07/2023;69200
27/07/2023;69460
28/07/2023;68950
31/07/2023;69830
01/08/2023;70925
02/08/2023;69990
03/08/2023;69425
04/08/2023;69875
07/08/2023;69290
08/08/2023;69130
09/08/2023;68710
10/08/2023;68740
11/08/2023;68690
14/08/2023;68190
15/08/2023;68590
16/08/2023;68270
17/08/2023;68260
18/08/2023;68840
21/08/2023;68925
22/08/2023;68810
23/08/2023;69410
24/08/2023;69700
25/08/2023;69300
28/08/2023;69530
29/08/2023;69525
30/08/2023;69880
31/08/2023;70075
01/09/2023;70175
04/09/2023;70250
05/09/2023;69850
06/09/2023;69850
07/09/2023;69510
08/09/2023;69150
11/09/2023;69060
12/09/2023;69550
13/09/2023;69370
14/09/2023;69390
15/09/2023;69875
18/09/2023;69450
19/09/2023;68970
20/09/2023;68850
21/09/2023;68720
22/09/2023;68210
25/09/2023;68200
26/09/2023;67990
27/09/2023;67450
28/09/2023;67440
09/10/2023;67550
10/10/2023;67130
11/10/2023;66880
12/10/2023;66725
13/10/2023;66350
16/10/2023;66420
17/10/2023;66200
18/10/2023;66675
19/10/2023;66550
20/10/2023;66625
23/10/2023;66035
24/10/2023;66550
25/10/2023;67275
26/10/2023;66875
27/10/2023;66860
30/10/2023;67730
31/10/2023;67680
01/11/2023;67675
02/11/2023;67780
03/11/2023;68025
06/11/2023;67810
07/11/2023;68025
08/11/2023;67930
09/11/2023;67750
10/11/2023;67675
13/11/2023;67425
14/11/2023;67870
15/11/2023;68100
16/11/2023;68300
17/11/2023;68350
20/11/2023;68665
21/11/2023;68970
22/11/2023;68500
23/11/2023;68440
24/11/2023;68675
27/11/2023;68780
28/11/2023;68480
29/11/2023;68750
30/11/2023;68870
01/12/2023;69475
04/12/2023;69700
05/12/2023;68950
06/12/2023;68670
07/12/2023;68180
08/12/2023;68540
11/12/2023;68750
12/12/2023;68375
13/12/2023;68315
14/12/2023;68525
15/12/2023;69000
18/12/2023;68750
19/12/2023;68725
20/12/2023;69270
21/12/2023;69140
22/12/2023;69400
25/12/2023;69150
26/12/2023;69120
27/12/2023;69250
28/12/2023;69725
29/12/2023;69225
02/01/2024;69150
03/01/2024;68900
04/01/2024;68780
05/01/2024;68820
08/01/2024;68425
09/01/2024;68640
10/01/2024;68110
11/01/2024;68170
12/01/2024;68300
15/01/2024;68020
16/01/2024;68020
17/01/2024;67960
18/01/2024;67640
19/01/2024;67840
22/01/2024;68020
23/01/2024;67870
24/01/2024;68140
25/01/2024;68750
26/01/2024;68920
29/01/2024;68870
30/01/2024;68890
31/01/2024;69175
01/02/2024;69100
02/02/2024;68800
05/02/2024;68525
06/02/2024;67990
07/02/2024;67950
08/02/2024;67650
19/02/2024;68320
20/02/2024;68230
21/02/2024;68820
22/02/2024;68920
23/02/2024;69310
26/02/2024;69020
27/02/2024;68720
28/02/2024;68725
29/02/2024;68710
01/03/2024;68800
04/03/2024;68865
