"Date","Forecast"
2024-06-06,24.622111635362
2024-06-07,24.6177709797504
2024-06-10,24.6144315269746
2024-06-11,24.6114743539417
2024-06-12,24.6088556996488
2024-06-13,24.6065368125803
2024-06-14,24.6044833772523
2024-06-17,24.602665006404
2024-06-18,24.6010547913186
2024-06-19,24.5996289036214
2024-06-20,24.5983662426619
2024-06-21,24.5972481232604
2024-06-24,24.5962579991999
2024-06-25,24.5953812183715
2024-06-26,24.5946048059485
2024-06-27,24.5939172723811
2024-06-28,24.5933084433718
2024-07-01,24.5927693093134
2024-07-02,24.5922918919622
2024-07-03,24.5918691263742
2024-07-04,24.5914947563561
2024-07-05,24.5911632418846
2024-07-08,24.7665808500797
2024-07-09,24.7619743439617
2024-07-10,24.7657686471472
2024-07-11,24.7691328907212
2024-07-12,24.7721158191463
2024-07-15,24.774760652017
2024-07-16,24.7771057102674
2024-07-17,24.7791849714029
2024-07-18,24.7810285617993
2024-07-19,24.7826631932036
2024-07-22,24.7841125497597
2024-07-23,24.7853976311679
2024-07-24,24.7865370569486
2024-07-25,24.7875473362209
2024-07-26,24.7884431069023
2024-07-29,24.7892373477975
2024-07-30,24.7899415666481
2024-07-31,24.7905659668678
2024-08-01,24.7911195953799
2024-08-02,24.7916104736975
2024-08-05,24.7920457141474
2024-08-06,24.7924316229204
2024-08-07,24.7390826670746
2024-08-08,24.7401594172229
2024-08-09,24.7411059888365
2024-08-12,24.7419381204328
2024-08-13,24.7426696477505
2024-08-14,24.7433127337949
2024-08-15,24.7438780710698
2024-08-16,24.7443750593614
2024-08-19,24.7448119620261
2024-08-20,24.7451960433852
2024-08-21,24.7455336895072
2024-08-22,24.745830514388
2024-08-23,24.7460914532947
2024-08-26,24.7463208448228
2024-08-27,24.7465225030341
2024-08-28,24.7466997808722
2024-08-29,24.7468556259117
2024-08-30,24.7469926293666
2024-09-02,24.7471130691749
2024-09-03,24.7472189478728
2024-09-04,24.7905569859379
2024-09-05,24.790817225078
2024-09-06,24.7910471652391
2024-09-09,24.7731751142052
2024-09-10,24.7732225850881
2024-09-11,24.7732637027751
2024-09-12,24.8005722781244
2024-09-13,24.7292217454232
2024-09-16,24.8339871022668
2024-09-17,24.7995653956044
2024-09-18,24.7139963627927
2024-09-19,24.6960338240773
2024-09-20,24.8521968462675
2024-09-23,24.8017176848751
