Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,CopperSHMET
2022-02-11,93.1,72580
2022-02-14,95.52,71470
2022-02-15,92.07,71090
2022-02-16,93.83,71550
2022-02-17,91.78,71550
2022-02-18,91.26,71525
2022-02-21,91.685,71530
2022-02-22,92.11,71140
2022-02-23,92.14,71170
2022-02-24,92.77,70810
2022-02-25,91.68,71010
2022-02-28,96.13,70900
2022-03-01,103.66,70880
2022-03-02,105.5,71520
2022-03-03,107.69,72540
2022-03-04,104.69,72930
2022-03-07,107.53999999999999,75060
2022-03-08,104.69,72950
2022-03-09,108.81,73080
2022-03-10,105.93,72080
2022-03-11,109.31,72170
2022-03-14,103.22,72210
2022-03-15,96.42,71790
2022-03-16,94.85,72060
2022-03-17,102.97,72740
2022-03-18,104.69,73310
2022-03-21,67.055,73440
2022-03-22,99.32,73510
2022-03-23,100.53,73410
2022-03-24,104.25,73880
2022-03-25,107.81,73775
2022-03-28,107.55,73360
2022-03-29,104.25,74100
2022-03-30,107.81,73980
2022-03-31,100.53,73575
2022-04-01,99.32,73635
2022-04-04,103.29,73635
2022-04-05,101.98,73817.5
2022-04-06,96.39,74000
2022-04-07,96.05,73690
2022-04-08,98.35,73765
2022-04-11,94.22,73720
2022-04-12,100.52,73790
2022-04-13,104.26,74550
2022-04-14,106.84,74370
2022-04-15,107.53999999999999,75385
2022-04-18,108.24,75440
2022-04-19,102.54,75575
2022-04-20,102.56,74740
2022-04-21,103.89,74850
2022-04-22,102.86,75070
2022-04-25,99.6,74330
2022-04-26,102.62,73950
2022-04-27,101.96,73770
2022-04-28,105.47,74005
2022-04-29,104.59,73930
2022-05-02,105.18,73930
2022-05-03,102.53,73930
2022-05-04,107.84,73845
2022-05-05,108.17,73760
2022-05-06,109.72,72875
2022-05-09,103.08,72460
2022-05-10,99.74,71990
2022-05-11,105.5,71990
2022-05-12,106.15,72050
2022-05-13,70.11,71160
2022-05-16,78.32,71650
2022-05-17,76.11,72175
2022-05-18,109.67,72070
2022-05-19,63.03,71775
2022-05-20,89.83,72150
2022-05-23,61.95,72400
2022-05-24,85.64,72500
2022-05-25,66.27,72220
2022-05-26,109.67,71950
2022-05-27,84.64,72625
2022-05-30,84.64,72650
2022-05-31,84.64,72630
2022-06-01,78.32,72150
2022-06-02,85.64,72530
2022-06-03,84.53,72877.5
2022-06-06,107.55,73225
2022-06-07,104.69,72975
2022-06-08,68.81,72890
2022-06-09,107.55,73030
2022-06-10,68.81,72750
2022-06-13,66.27,72170
2022-06-14,66.41,71670
2022-06-15,95.52,71250
2022-06-16,70.11,71255
2022-06-17,109.56,69975
2022-06-20,110.025,68750
2022-06-21,75.87,68700
2022-06-22,106.22,68160
2022-06-23,105.75,66050
2022-06-24,109.07,64340
2022-06-27,86.12,64465
2022-06-28,73.61,64150
2022-06-29,89.39,63940
2022-06-30,107.76,64230
2022-07-01,86,62930
2022-07-04,105.925,61560
2022-07-05,101.55,61225
2022-07-06,100.31,58125
2022-07-07,104.62,58600
2022-07-08,106.78,59600
2022-07-11,106.09,58535
2022-07-12,97.69,58430
2022-07-13,98.44,56460
2022-07-14,97.79,56300
2022-07-15,99.59,54890
2022-07-18,104.48,56010
2022-07-19,106.12,56210
2022-07-20,104.45,56920
2022-07-21,98.44,56360
2022-07-22,97.71,57030
2022-07-25,99.83,57570
2022-07-26,97.74,58930
2022-07-27,100.03,58710
2022-07-28,99.11,60090
2022-07-29,101.31,60315
2022-08-01,96.59,61640
2022-08-02,97.14,60180
2022-08-03,93.25,60260
2022-08-04,91.29,59930
2022-08-05,91.77,60520
2022-08-08,93.52,61340
2022-08-09,93.18,61540
2022-08-10,94.68,61780
2022-08-11,97.02,62520
2022-08-12,94.86,63000
2022-08-15,92.24,62310
2022-08-16,89.23,62460
2022-08-17,90.85,62470
2022-08-18,93.2,62300
2022-08-19,93.55,62950
2022-08-22,93.42,63610
2022-08-23,96.46,63570
2022-08-24,95.52,63715
2022-08-25,93.33,63330
2022-08-26,93.63,64270
2022-08-29,97.4,63720
2022-08-30,92.08,63120
2022-08-31,90.09,62770
2022-09-01,87.09,61775
2022-09-02,87.29,60500
2022-09-05,87.32,60840
2022-09-06,87.35,61750
2022-09-07,82.5,61700
2022-09-08,84.04,61910
2022-09-09,87.27,63650
2022-09-12,88.18,63750
2022-09-13,87.84,63850
2022-09-14,88.88,63050
2022-09-15,85.72,63370
2022-09-16,85.57,62865
2022-09-19,86.15,63440
2022-09-20,84.69,63370
2022-09-21,83.38,63120
2022-09-22,84.02,63120
2022-09-23,79.07,63025
2022-09-26,77.17,61570
2022-09-27,78.91,61485
2022-09-28,82.61,61430
2022-09-29,81.78,62430
2022-09-30,79.91,62670
2022-10-03,84.05,62670
2022-10-04,86.87,62670
2022-10-05,88.22,62670
2022-10-06,88.9,62670
2022-10-07,93.07,62870
2022-10-10,91.6,63070
2022-10-11,89.75,63975
2022-10-12,87.83,63800
2022-10-13,89.59,63960
2022-10-14,86.1,64760
2022-10-17,86,64450
2022-10-18,83.29,63550
2022-10-19,86,62950
2022-10-20,86.02,62895
2022-10-21,85.47,64000
2022-10-24,86.12,64530
2022-10-25,86.93,64300
2022-10-26,89.39,63950
2022-10-27,89.06,64690
2022-10-28,87.85,64650
2022-10-31,86.54,63810
2022-11-01,88.36,64300
2022-11-02,90.06,64950
2022-11-03,88.14,64690
2022-11-04,92.58,64700
2022-11-07,91.8,66440
2022-11-08,88.8,66225
2022-11-09,85.79,66800
2022-11-10,86.52,67400
2022-11-11,89.14,68575
2022-11-14,85.85,67770
2022-11-15,86.87,67275
2022-11-16,85.62,67050
2022-11-17,81.69,66540
2022-11-18,80.07,66275
2022-11-21,79.74,65275
2022-11-22,80.83,65170
2022-11-23,77.93,65260
2022-11-24,77.19,65490
2022-11-25,76.45,65640
2022-11-28,77.1,64910
2022-11-29,77.96,65525
2022-11-30,80.48,65290
2022-12-01,81.06,66380
2022-12-02,79.86,66400
2022-12-05,76.83,67220
2022-12-06,74.21,66575
2022-12-07,71.93,66225
2022-12-08,71.3,66290
2022-12-09,71.05,67000
2022-12-12,72.96,66210
2022-12-13,75.44,66175
2022-12-14,77.14,66625
2022-12-15,75.89,66125
2022-12-16,74.19,65750
2022-12-19,75.05,66020
2022-12-20,75.92,65575
2022-12-21,78.17,66225
2022-12-22,77.68,66750
2022-12-23,79.57,66000
2022-12-26,79.50999999999999,66125
2022-12-27,79.45,66400
2022-12-28,78.89,66270
2022-12-29,78.43,66200
2022-12-30,80.16,66175
2023-01-03,76.87,65800
2023-01-04,72.82,65070
2023-01-05,73.61,64260
2023-01-06,73.77,65220
2023-01-09,74.69,66220
2023-01-10,75.11,66475
2023-01-11,77.46,67500
2023-01-12,78.32,68430
2023-01-13,79.9,68725
2023-01-16,80.075,68525
2023-01-17,80.25,68410
2023-01-18,79.53,69750
2023-01-19,80.31,69570
2023-01-20,81.27,70150
2023-01-23,81.62,70150
2023-01-24,79.86,70150
2023-01-25,79.78,70150
2023-01-26,80.64,70150
2023-01-27,79.73,69962.5
2023-01-30,77.97,69775
2023-01-31,78.95,69425
2023-02-01,76.34,69560
2023-02-02,75.87,69070
2023-02-03,73.4,68425
2023-02-06,74.11,68090
2023-02-07,77.17,67860
2023-02-08,78.47,68250
2023-02-09,78.04,68240
2023-02-10,79.74,68225
2023-02-13,80.14,68060
2023-02-14,79.08,68510
2023-02-15,78.57,68950
2023-02-16,78.45,68370
2023-02-17,76.31,69080
2023-02-20,76.295,69020
2023-02-21,76.28,69705
2023-02-22,73.95,70400
2023-02-23,75.26,70050
2023-02-24,76.19,69225
2023-02-27,75.57,68425
2023-02-28,76.88,68550
2023-03-01,77.57,69710
2023-03-02,78.05,69865
2023-03-03,79.62,69400
2023-03-06,80.39,69300
2023-03-07,77.45,69610
2023-03-08,76.56,68840
2023-03-09,75.6,69225
2023-03-10,76.55,69025
2023-03-13,74.68,69090
2023-03-14,71.18,68600
2023-03-15,67.38,68925
2023-03-16,68.15,67100
2023-03-17,66.61,67340
2023-03-20,67.56,67530
2023-03-21,69.4,67575
2023-03-22,70.71,68100
2023-03-23,69.77,68630
2023-03-24,69.22,69230
2023-03-27,72.87,69400
2023-03-28,73.12,69770
2023-03-29,72.95,69580
2023-03-30,74.32,69620
2023-03-31,75.68,69650
2023-04-03,80.4,69600
2023-04-04,80.7,69225
2023-04-05,80.69,69027.5
2023-04-06,80.7,68830
2023-04-07,80.245,68875
2023-04-10,79.79,68870
2023-04-11,81.54,68580
2023-04-12,83.26,69150
2023-04-13,82.16,69405
2023-04-14,82.58,70310
2023-04-17,80.93,69980
2023-04-18,80.85,69650
2023-04-19,79.18,69680
2023-04-20,77.27,69500
2023-04-21,77.86,68890
2023-04-24,78.64,68490
2023-04-25,77.05,68290
2023-04-26,74.33,67540
2023-04-27,74.77,66625
2023-04-28,76.78,67420
2023-05-01,75.65,67420
2023-05-02,71.71,67420
2023-05-03,68.62,67355
2023-05-04,68.52,67290
2023-05-05,71.32,66675
2023-05-08,73.13,67190
2023-05-09,73.68,67490
2023-05-10,72.53,67365
2023-05-11,70.81,66590
2023-05-12,70.02,64690
2023-05-15,71.07,64670
2023-05-16,70.85,65200
2023-05-17,72.78,64680
2023-05-18,71.82,66025
2023-05-19,71.57,65675
2023-05-22,71.81,65375
2023-05-23,72.87,65280
2023-05-24,74.37,64300
2023-05-25,71.68,63750
2023-05-26,72.35,64150
2023-05-29,70.9,65525
2023-05-30,69.45,65600
2023-05-31,68.11,65260
2023-06-01,70.09,65850
2023-06-02,71.76,66425
2023-06-05,72.14,66400
2023-06-06,71.71,67160
2023-06-07,72.52,67300
2023-06-08,71.28,67180
2023-06-09,70.16,67370
2023-06-12,67.08,67315
2023-06-13,69.39,67525
2023-06-14,68.22,68350
2023-06-15,70.61,68275
2023-06-16,71.81,68960
2023-06-19,71.375,69070
2023-06-20,70.94,69100
2023-06-21,72.55,69650
2023-06-22,69.22,69650
2023-06-23,68.91,69325
2023-06-26,69.09,69000
2023-06-27,67.68,68660
2023-06-28,69.54,68300
2023-06-29,69.85,68025
2023-06-30,70.66,68000
2023-07-03,69.71,69200
2023-07-04,70.745,68775
2023-07-05,71.78,68500
2023-07-06,71.76,68300
2023-07-07,73.91,68150
2023-07-10,73.05,68240
2023-07-11,74.87,68370
2023-07-12,75.77,68040
2023-07-13,76.86,68760
2023-07-14,75.44,69825
2023-07-17,74.17,69320
2023-07-18,75.76,68750
2023-07-19,75.4,68580
2023-07-20,75.65,68650
2023-07-21,77.06,68670
2023-07-24,78.81,68520
2023-07-25,79.76,68980
2023-07-26,79.11,69200
2023-07-27,80.17,69460
2023-07-28,80.55,68950
2023-07-31,81.8,69830
2023-08-01,81.37,70925
2023-08-02,79.5,69990
2023-08-03,81.56,69425
2023-08-04,82.76,69875
2023-08-07,81.94,69290
2023-08-08,82.94,69130
2023-08-09,84.35,68710
2023-08-10,82.81,68740
2023-08-11,83.17,68690
2023-08-14,82.5,68190
2023-08-15,81.06,68590
2023-08-16,79.4,68270
2023-08-17,80.43,68260
2023-08-18,81.25,68840
2023-08-21,80.71,68925
2023-08-22,80.25,68810
2023-08-23,78.91,69410
2023-08-24,79.52,69700
2023-08-25,80.47,69300
2023-08-28,80.65,69530
2023-08-29,81.14,69525
2023-08-30,81.64,69880
2023-08-31,83.55,70075
2023-09-01,85.52,70175
2023-09-04,86.13,70250
2023-09-05,86.74,69850
2023-09-06,87.55,69850
2023-09-07,86.87,69510
2023-09-08,87.51,69150
2023-09-11,87.3,69060
2023-09-12,88.87,69550
2023-09-13,88.59,69370
2023-09-14,90.13,69390
2023-09-15,90.83,69875
2023-09-18,91.47,69450
2023-09-19,91.16,68970
2023-09-20,89.2,68850
2023-09-21,89.56,68720
2023-09-22,90,68210
2023-09-25,89.68,68200
2023-09-26,91.43,67990
2023-09-27,93.67,67450
2023-09-28,91.65,67440
2023-09-29,90.77,67440
2023-10-02,88.81,67440
2023-10-03,89.26,67440
2023-10-04,84.32,67440
2023-10-05,82.3,67440
2023-10-06,82.83,67495
2023-10-09,84.36,67550
2023-10-10,85.89,67130
2023-10-11,83.7,66880
2023-10-12,82.87,66725
2023-10-13,87.67,66350
2023-10-16,86.65,66420
2023-10-17,86.66,66200
2023-10-18,88.35,66675
2023-10-19,89.35,66550
2023-10-20,89.12,66625
2023-10-23,85.49,66035
2023-10-24,84.58,66550
2023-10-25,86.07,67275
2023-10-26,83.8,66875
2023-10-27,86.04,66860
2023-10-30,83.03,67730
2023-10-31,81.64,67680
2023-11-01,81.05,67675
2023-11-02,83.04,67780
2023-11-03,81.19,68025
2023-11-06,81.54,67810
2023-11-07,77.96,68025
2023-11-08,75.85,67930
2023-11-09,76.34,67750
2023-11-10,77.6,67675
2023-11-13,78.86,67425
2023-11-14,78.9,67870
2023-11-15,77.15,68100
2023-11-16,73.5,68300
2023-11-17,76.47,68350
2023-11-20,78.1,68665
2023-11-21,78.35,68970
2023-11-22,76.8,68500
2023-11-23,75.815,68440
2023-11-24,74.83,68675
2023-11-27,74.46,68780
2023-11-28,76.09,68480
2023-11-29,77.56,68750
2023-11-30,75.66,68870
2023-12-01,73.7,69475
2023-12-04,72.73,69700
2023-12-05,71.95,68950
2023-12-06,68.98,68670
2023-12-07,69,68180
2023-12-08,70.87,68540
2023-12-11,70.95,68750
2023-12-12,68.27,68375
2023-12-13,69.09,68315
2023-12-14,71.21,68525
2023-12-15,71.05,69000
2023-12-18,72.16,68750
2023-12-19,73.23,68725
2023-12-20,73.87,69270
2023-12-21,73.59,69140
2023-12-22,73.29,69400
2023-12-25,74.565,69150
2023-12-26,75.84,69120
2023-12-27,74.31,69250
2023-12-28,72.02,69725
2023-12-29,71.89,69225
2024-01-02,70.62,69150
2024-01-03,72.97,68900
2024-01-04,72.38,68780
2024-01-05,74,68820
2024-01-08,71.06,68425
2024-01-09,72.43,68640
2024-01-10,71.57,68110
2024-01-11,72.15,68170
2024-01-12,72.94,68300
2024-01-15,72.785,68020
2024-01-16,72.63,68020
2024-01-17,72.79,67960
2024-01-18,74.32,67640
2024-01-19,73.69,67840
2024-01-22,75.26,68020
2024-01-23,74.72,67870
2024-01-24,75.48,68140
2024-01-25,77.91,68750
2024-01-26,78.45,68920
2024-01-29,77.25,68870
2024-01-30,78.3,68890
2024-01-31,76.28,69175
2024-02-01,74.36,69100
2024-02-02,72.72,68800
2024-02-05,73.21,68525
2024-02-06,73.83,67990
2024-02-07,74.26,67950
2024-02-08,76.67,67650
2024-02-09,77.26,67650
2024-02-12,77.34,67650
2024-02-13,78.28,67650
2024-02-14,77.09,67650
2024-02-15,78.47,67650
2024-02-16,79.65,67985
2024-02-19,79.185,68320
2024-02-20,78.72,68230
2024-02-21,78.89,68820
2024-02-22,79.64,68920
2024-02-23,77.6,69310
2024-02-26,78.53,69020
2024-02-27,79.8,68720
2024-02-28,79.44,68725
2024-02-29,79.22,68710
2024-03-01,80.9,68800
2024-03-04,79.67,68865
