"Date","Forecast"
2024-08-23,61.4957123887701
2024-08-26,61.4403792755495
2024-08-27,61.4576244379857
2024-08-28,61.4445659582652
2024-08-29,61.4623296382231
2024-08-30,61.4583421538851
2024-09-02,61.4525609903426
2024-09-03,61.4612006158963
2024-09-04,61.4504790739936
2024-09-05,61.4520063526953
2024-09-06,61.4502680868794
2024-09-09,61.4511280957014
2024-09-10,61.4505996604113
2024-09-11,61.4509025606561
2024-09-12,61.4507252209578
2024-09-13,61.4508283691532
2024-09-16,61.4507682522933
2024-09-17,61.4508032677252
2024-09-18,61.4507828688379
2024-09-19,61.450794751879
2024-09-20,61.4507878294787
2024-09-23,61.4507918620621
