Dateoil;Cushing, OK WTI Spot Price FOB (Dollars per Barrel)
07/12/2023;69
08/12/2023;70,87
11/12/2023;70,95
12/12/2023;68,27
13/12/2023;69,09
14/12/2023;71,21
15/12/2023;71,05
18/12/2023;72,16
19/12/2023;73,23
20/12/2023;73,87
21/12/2023;73,59
22/12/2023;73,29
26/12/2023;75,84
27/12/2023;74,31
28/12/2023;72,02
29/12/2023;71,89
02/01/2024;70,62
03/01/2024;72,97
04/01/2024;72,38
05/01/2024;74
08/01/2024;71,06
09/01/2024;72,43
10/01/2024;71,57
11/01/2024;72,15
12/01/2024;72,94
15/01/2024;
16/01/2024;72,63
17/01/2024;72,79
18/01/2024;74,32
19/01/2024;73,69
22/01/2024;75,26
23/01/2024;74,72
24/01/2024;75,48
25/01/2024;77,91
26/01/2024;78,45
29/01/2024;77,25
30/01/2024;78,3
31/01/2024;76,28
01/02/2024;74,36
02/02/2024;72,72
05/02/2024;73,21
06/02/2024;73,83
07/02/2024;74,26
08/02/2024;76,67
09/02/2024;77,26
12/02/2024;77,34
13/02/2024;78,28
14/02/2024;77,09
15/02/2024;78,47
16/02/2024;79,65
19/02/2024;
20/02/2024;78,72
21/02/2024;78,89
22/02/2024;79,64
23/02/2024;77,6
26/02/2024;78,53
27/02/2024;79,8
28/02/2024;79,44
29/02/2024;79,22
01/03/2024;80,9
04/03/2024;79,67
