Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,COMEX
2021-11-02,83.91,4.374
2021-11-03,80.82,4.326
2021-11-04,78.88,4.326
2021-11-05,81.25,4.349
2021-11-08,81.96,4.405
2021-11-09,84.12,4.38
2021-11-10,81.23,4.328
2021-11-11,81.47,4.405
2021-11-12,80.87,4.456
2021-11-15,80.85,4.407
2021-11-16,80.76,4.359
2021-11-17,78.32,4.273
2021-11-18,78.92,4.31
2021-11-19,76.11,4.409
2021-11-22,76.74,4.396
2021-11-23,78.32,4.424
2021-11-24,78.32,4.458
2021-11-25,NA,NA
2021-11-26,NA,4.282
2021-11-29,69.88,4.337
2021-11-30,66.14,4.278
2021-12-01,65.44,4.248
2021-12-02,66.6,4.299
2021-12-03,66.39,4.267
2021-12-06,69.62,4.337
2021-12-07,71.94,4.338
2021-12-08,72.43,4.391
2021-12-09,70.87,4.33
2021-12-10,71.71,4.283
2021-12-13,71.19,4.28
2021-12-14,70.57,4.254
2021-12-15,70.89,4.18
2021-12-16,72.34,4.301
2021-12-17,70.93,4.291
2021-12-20,68.69,4.288
2021-12-21,71.1,4.338
2021-12-22,72.82,4.39
2021-12-23,73.89,4.387
2021-12-24,NA,NA
2021-12-27,75.49,4.465
2021-12-28,76.01,4.42
2021-12-29,76.58,4.402
2021-12-30,76.83,4.385
2021-12-31,75.33,4.455
2022-01-03,75.99,4.415
2022-01-04,77,4.466
2022-01-05,77.83,4.405
2022-01-06,79.47,4.348
2022-01-07,79,4.403
2022-01-10,78.11,4.345
2022-01-11,81.17,4.421
2022-01-12,82.51,4.564
2022-01-13,81.97,4.534
2022-01-14,83.82,4.412
2022-01-17,NA,NA
2022-01-18,85.42,4.376
2022-01-19,86.84,4.463
2022-01-20,86.29,4.577
2022-01-21,85.16,4.513
2022-01-24,84.48,4.403
2022-01-25,86.61,4.443
2022-01-26,88.33,4.505
2022-01-27,87.61,4.413
2022-01-28,87.67,4.303
2022-01-31,89.16,4.318
2022-02-01,88.22,4.429
2022-02-02,88.16,4.491
2022-02-03,90.17,4.467
2022-02-04,92.27,4.484
2022-02-07,91.25,4.462
2022-02-08,89.32,4.46
2022-02-09,89.57,4.601
2022-02-10,89.83,4.658
2022-02-11,93.1,4.505
2022-02-14,95.52,4.508
2022-02-15,92.07,4.532
2022-02-16,93.83,4.541
2022-02-17,91.78,4.525
2022-02-18,91.26,4.52
2022-02-21,NA,NA
2022-02-22,92.11,4.51
2022-02-23,92.14,4.482
2022-02-24,92.77,4.454
2022-02-25,91.68,4.472
2022-02-28,96.13,4.445
2022-03-01,103.66,4.587
2022-03-02,110.74,4.656
2022-03-03,107.69,4.772
2022-03-04,115.77,4.929
2022-03-07,119.26,4.722
2022-03-08,123.64,4.701
2022-03-09,108.81,4.564
2022-03-10,105.93,4.644
2022-03-11,109.31,4.616
2022-03-14,103.22,4.513
2022-03-15,96.42,4.502
2022-03-16,94.85,4.588
2022-03-17,102.97,4.691
2022-03-18,104.69,4.731
2022-03-21,112.14,4.702
2022-03-22,111.03,4.689
2022-03-23,114.89,4.763
2022-03-24,114.2,4.729
2022-03-25,116.2,4.686
2022-03-28,107.55,4.714
2022-03-29,104.25,4.717
2022-03-30,107.81,4.74
2022-03-31,100.53,4.743
2022-04-01,99.32,4.683
2022-04-04,103.29,4.777
2022-04-05,101.98,4.791
2022-04-06,96.39,4.734
2022-04-07,96.05,4.695
2022-04-08,98.35,4.72
2022-04-11,94.22,4.629
2022-04-12,100.52,4.704
2022-04-13,104.26,4.707
2022-04-14,106.84,4.717
2022-04-18,108.24,4.796
2022-04-19,102.54,4.714
2022-04-20,102.56,4.65
2022-04-21,103.89,4.704
2022-04-22,102.86,4.583
2022-04-25,99.6,4.449
2022-04-26,102.62,4.44
2022-04-27,101.96,4.455
2022-04-28,105.47,4.414
2022-04-29,104.59,4.395
2022-05-02,105.18,4.256
2022-05-03,102.53,4.271
2022-05-04,107.84,4.329
2022-05-05,108.17,4.285
2022-05-06,109.72,4.262
2022-05-09,103.08,4.193
2022-05-10,99.74,4.155
2022-05-11,105.5,4.213
2022-05-12,106.15,4.105
2022-05-13,110.52,4.181
2022-05-16,114.07,4.197
2022-05-17,112.31,4.24
2022-05-18,109.67,4.182
2022-05-19,112.21,4.285
2022-05-20,112.63,4.281
2022-05-23,110.32,4.348
2022-05-24,112.55,4.326
2022-05-25,112.88,4.277
2022-05-26,116.19,4.255
2022-05-27,114.96,4.304
2022-05-30,NA,NA
2022-05-31,114.38,4.295
2022-06-01,115.26,4.33
2022-06-02,116.88,4.554
2022-06-03,118.97,4.478
2022-06-06,118.41,4.44
2022-06-07,119.55,4.44
2022-06-08,121.94,4.459
2022-06-09,121.52,4.389
2022-06-10,120.73,4.301
2022-06-13,120.92,4.217
2022-06-14,118.92,4.162
2022-06-15,115.32,4.168
2022-06-16,117.56,4.112
2022-06-17,109.56,4.018
2022-06-20,NA,NA
2022-06-21,110.49,4.043
2022-06-22,106.22,3.952
2022-06-23,105.75,3.759
2022-06-24,109.07,3.76
2022-06-27,111.44,3.779
2022-06-28,113.66,3.784
2022-06-29,111.65,3.779
2022-06-30,107.76,3.715
2022-07-01,110.3,3.619
2022-07-04,NA,NA
2022-07-05,101.55,3.425
2022-07-06,100.31,3.418
2022-07-07,104.62,3.582
2022-07-08,106.78,3.532
2022-07-11,106.09,3.438
2022-07-12,97.69,3.297
2022-07-13,98.44,3.326
2022-07-14,97.79,3.211
2022-07-15,99.59,3.235
2022-07-18,104.48,3.348
2022-07-19,106.12,3.292
2022-07-20,104.45,3.33
2022-07-21,98.44,3.302
2022-07-22,97.71,3.349
2022-07-25,99.83,3.351
2022-07-26,97.74,3.383
2022-07-27,100.03,3.43
2022-07-28,99.11,3.475
2022-07-29,101.31,3.584
2022-08-01,96.59,3.552
2022-08-02,97.14,3.525
2022-08-03,93.25,3.47
2022-08-04,91.29,3.483
2022-08-05,91.77,3.553
2022-08-08,93.52,3.588
2022-08-09,93.18,3.593
2022-08-10,94.68,3.656
2022-08-11,97.02,3.711
2022-08-12,94.86,3.676
2022-08-15,92.24,3.629
2022-08-16,89.23,3.637
2022-08-17,90.85,3.598
2022-08-18,93.2,3.647
2022-08-19,93.55,3.684
2022-08-22,93.42,3.671
2022-08-23,96.46,3.705
2022-08-24,95.52,3.661
2022-08-25,93.33,3.711
2022-08-26,93.63,3.712
2022-08-29,97.4,3.627
2022-08-30,92.08,3.545
2022-08-31,90.09,3.519
2022-09-01,87.09,3.415
2022-09-02,87.29,3.422
2022-09-05,NA,NA
2022-09-06,87.35,3.469
2022-09-07,82.5,3.438
2022-09-08,84.04,3.536
2022-09-09,87.27,3.581
2022-09-12,88.18,3.626
2022-09-13,87.84,3.581
2022-09-14,88.88,3.546
2022-09-15,85.72,3.524
2022-09-16,85.57,3.561
2022-09-19,86.15,3.558
2022-09-20,84.69,3.548
2022-09-21,83.38,3.512
2022-09-22,84.02,3.499
2022-09-23,79.07,3.372
2022-09-26,77.17,3.314
2022-09-27,78.91,3.323
2022-09-28,82.61,3.382
2022-09-29,81.78,3.44
2022-09-30,79.91,3.442
2022-10-03,84.05,3.458
2022-10-04,86.87,3.518
2022-10-05,88.22,3.533
2022-10-06,88.9,3.475
2022-10-07,93.07,3.413
2022-10-10,91.6,3.454
2022-10-11,89.75,3.478
2022-10-12,87.83,3.445
2022-10-13,89.59,3.468
2022-10-14,86.1,3.451
2022-10-17,86,3.456
2022-10-18,83.29,3.407
2022-10-19,86,3.361
2022-10-20,86.02,3.451
2022-10-21,85.47,3.523
2022-10-24,86.12,3.48
2022-10-25,86.93,3.451
2022-10-26,89.39,3.63
2022-10-27,89.06,3.626
2022-10-28,87.85,3.466
2022-10-31,86.54,3.414
2022-11-01,88.36,3.51
2022-11-02,90.06,3.506
2022-11-03,88.14,3.457
2022-11-04,92.58,3.715
2022-11-07,91.8,3.63
2022-11-08,88.8,3.706
2022-11-09,85.79,3.742
2022-11-10,86.52,3.796
2022-11-11,89.14,3.951
2022-11-14,85.85,3.855
2022-11-15,86.87,3.84
2022-11-16,85.62,3.788
2022-11-17,81.69,3.69
2022-11-18,80.07,3.632
2022-11-21,79.74,3.572
2022-11-22,80.83,3.615
2022-11-23,77.93,3.618
2022-11-24,NA,NA
2022-11-25,76.45,3.627
2022-11-28,77.1,3.611
2022-11-29,77.96,3.63
2022-11-30,80.48,3.73
2022-12-01,81.06,3.814
2022-12-02,79.86,3.848
2022-12-05,76.83,3.79
2022-12-06,74.21,3.812
2022-12-07,71.93,3.856
2022-12-08,71.3,3.881
2022-12-09,71.05,3.876
2022-12-12,72.96,3.799
2022-12-13,75.44,3.84
2022-12-14,77.14,3.875
2022-12-15,75.89,3.763
2022-12-16,74.19,3.762
2022-12-19,75.05,3.783
2022-12-20,75.92,3.798
2022-12-21,78.17,3.806
2022-12-22,77.68,3.752
2022-12-23,79.57,3.803
2022-12-27,79.45,3.834
2022-12-28,78.89,3.832
2022-12-29,78.43,3.821
2022-12-30,80.16,3.806
2023-01-03,76.87,3.766
2023-01-04,72.82,3.74
2023-01-05,73.61,3.818
2023-01-06,73.77,3.909
2023-01-09,74.69,4.019
2023-01-10,75.11,4.067
2023-01-11,77.46,4.155
2023-01-12,78.32,4.186
2023-01-13,79.9,4.208
2023-01-16,NA,NA
2023-01-17,80.25,4.215
2023-01-18,79.53,4.229
2023-01-19,80.31,4.227
2023-01-20,81.27,4.249
2023-01-23,81.62,4.254
2023-01-24,79.86,4.246
2023-01-25,79.78,4.24
2023-01-26,80.64,4.267
2023-01-27,79.73,4.224
2023-01-30,77.97,4.204
2023-01-31,78.95,4.229
2023-02-01,76.34,4.111
2023-02-02,75.87,4.094
2023-02-03,73.4,4.063
2023-02-06,74.11,4.044
2023-02-07,77.17,4.089
2023-02-08,78.47,4.044
2023-02-09,78.04,4.106
2023-02-10,79.74,4.028
2023-02-13,80.14,4.087
2023-02-14,79.08,4.11
2023-02-15,78.57,4.052
2023-02-16,78.45,4.166
2023-02-17,76.31,4.114
2023-02-20,NA,NA
2023-02-21,76.28,4.235
2023-02-22,73.95,4.203
2023-02-23,75.26,4.073
2023-02-24,76.19,3.955
2023-02-27,75.57,4.009
2023-02-28,76.88,4.098
2023-03-01,77.57,4.168
2023-03-02,78.05,4.084
2023-03-03,79.62,4.078
2023-03-06,80.39,4.101
2023-03-07,77.45,3.987
2023-03-08,76.56,4.042
2023-03-09,75.6,4.055
2023-03-10,76.55,4.046
2023-03-13,74.68,4.07
2023-03-14,71.18,4.011
2023-03-15,67.38,3.857
2023-03-16,68.15,3.886
2023-03-17,66.61,3.914
2023-03-20,67.56,3.976
2023-03-21,69.4,4.019
2023-03-22,70.71,4.069
2023-03-23,69.77,4.146
2023-03-24,69.22,4.102
2023-03-27,72.87,4.105
2023-03-28,73.12,4.112
2023-03-29,72.95,4.115
2023-03-30,74.32,4.091
2023-03-31,75.68,4.105
2023-04-03,80.4,4.06
2023-04-04,80.7,3.984
2023-04-05,80.69,3.998
2023-04-06,80.7,4.026
2023-04-10,79.79,3.987
2023-04-11,81.54,4.025
2023-04-12,83.26,4.085
2023-04-13,82.16,4.124
2023-04-14,82.58,4.108
2023-04-17,80.93,4.066
2023-04-18,80.85,4.09
2023-04-19,79.18,4.072
2023-04-20,77.27,4.022
2023-04-21,77.86,3.98
2023-04-24,78.64,3.953
2023-04-25,77.05,3.846
2023-04-26,74.33,3.85
2023-04-27,74.77,3.865
2023-04-28,76.78,3.87
2023-05-01,75.65,3.917
2023-05-02,71.71,3.848
2023-05-03,68.62,3.832
2023-05-04,68.52,3.85
2023-05-05,71.32,3.872
2023-05-08,73.13,3.918
2023-05-09,73.68,3.889
2023-05-10,72.53,3.828
2023-05-11,70.81,3.698
2023-05-12,70.02,3.717
2023-05-15,71.07,3.738
2023-05-16,70.85,3.655
2023-05-17,72.78,3.743
2023-05-18,71.82,3.682
2023-05-19,71.57,3.723
2023-05-22,71.81,3.674
2023-05-23,72.87,3.642
2023-05-24,74.37,3.554
2023-05-25,71.68,3.581
2023-05-26,72.35,3.674
2023-05-30,69.45,3.658
2023-05-31,68.11,3.631
2023-06-01,70.09,3.707
2023-06-02,71.76,3.723
2023-06-05,72.14,3.763
2023-06-06,71.71,3.767
2023-06-07,72.52,3.755
2023-06-08,71.28,3.797
2023-06-09,70.16,3.789
2023-06-12,67.08,3.751
2023-06-13,69.39,3.829
2023-06-14,68.22,3.866
2023-06-15,70.61,3.897
2023-06-16,71.81,3.885
2023-06-19,NA,NA
2023-06-20,70.94,3.879
2023-06-21,72.55,3.911
2023-06-22,69.22,3.889
2023-06-23,68.91,3.806
2023-06-26,69.09,3.787
2023-06-27,67.68,3.782
2023-06-28,69.54,3.721
2023-06-29,69.85,3.678
2023-06-30,70.66,3.741
2023-07-03,69.71,3.779
2023-07-04,NA,NA
2023-07-05,71.78,3.754
2023-07-06,71.76,3.72
2023-07-07,73.91,3.767
2023-07-10,73.05,3.772
2023-07-11,74.87,3.754
2023-07-12,75.77,3.842
2023-07-13,76.86,3.93
2023-07-14,75.44,3.922
2023-07-17,74.17,3.832
2023-07-18,75.76,3.816
2023-07-19,75.4,3.8
2023-07-20,75.65,3.818
2023-07-21,77.06,3.803
2023-07-24,78.81,3.841
2023-07-25,79.76,3.902
2023-07-26,79.11,3.891
2023-07-27,80.17,3.864
2023-07-28,80.55,3.917
2023-07-31,81.8,3.995
2023-08-01,81.37,3.894
2023-08-02,79.5,3.828
2023-08-03,81.56,3.876
2023-08-04,82.76,3.845
2023-08-07,81.94,3.813
2023-08-08,82.94,3.748
2023-08-09,84.35,3.768
2023-08-10,82.81,3.751
2023-08-11,83.17,3.715
2023-08-14,82.5,3.725
2023-08-15,81.06,3.662
2023-08-16,79.4,3.652
2023-08-17,80.43,3.686
2023-08-18,81.25,3.699
2023-08-21,80.71,3.712
2023-08-22,80.25,3.751
2023-08-23,78.91,3.804
2023-08-24,79.52,3.768
2023-08-25,80.47,3.76
2023-08-28,80.65,3.754
2023-08-29,81.14,3.793
2023-08-30,81.64,3.785
2023-08-31,83.55,3.773
2023-09-01,85.52,3.813
2023-09-04,NA,NA
2023-09-05,86.74,3.811
2023-09-06,87.55,3.749
2023-09-07,86.87,3.726
2023-09-08,87.51,3.681
2023-09-11,87.3,3.77
2023-09-12,88.87,3.752
2023-09-13,88.59,3.756
2023-09-14,90.13,3.783
2023-09-15,90.83,3.764
2023-09-18,91.47,3.742
2023-09-19,91.16,3.714
2023-09-20,89.2,3.747
2023-09-21,89.56,3.667
2023-09-22,90,3.666
2023-09-25,89.68,3.65
2023-09-26,91.43,3.625
2023-09-27,93.67,3.627
2023-09-28,91.65,3.695
2023-09-29,90.77,3.726
2023-10-02,88.81,3.632
2023-10-03,89.26,3.616
2023-10-04,84.32,3.584
2023-10-05,82.3,3.547
2023-10-06,82.83,3.625
2023-10-09,NA,3.643
2023-10-10,85.89,3.632
2023-10-11,83.7,3.614
2023-10-12,82.87,3.594
2023-10-13,87.67,3.58
2023-10-16,86.65,3.587
2023-10-17,86.66,3.576
2023-10-18,88.35,3.582
2023-10-19,89.35,3.592
2023-10-20,89.12,3.542
2023-10-23,85.49,3.573
2023-10-24,84.58,3.61
2023-10-25,86.07,3.572
2023-10-26,83.8,3.569
2023-10-27,86.04,3.634
2023-10-30,83.03,3.65
2023-10-31,81.64,3.642
2023-11-01,81.05,3.645
2023-11-02,83.04,3.667
2023-11-03,81.19,3.675
2023-11-06,81.54,3.71
2023-11-07,77.96,3.67
2023-11-08,75.85,3.628
2023-11-09,76.34,3.635
2023-11-10,NA,3.584
2023-11-13,78.86,3.663
2023-11-14,78.9,3.683
2023-11-15,77.15,3.718
2023-11-16,73.5,3.705
2023-11-17,76.47,3.738
2023-11-20,78.1,3.813
2023-11-21,78.35,3.815
2023-11-22,76.8,3.767
2023-11-23,NA,NA
2023-11-24,74.83,3.797
2023-11-27,74.46,3.763
2023-11-28,76.09,3.801
2023-11-29,77.56,3.786
2023-11-30,75.66,3.829
2023-12-01,73.7,3.909
2023-12-04,72.73,3.821
2023-12-05,71.95,3.773
2023-12-06,68.98,3.717
2023-12-07,69,3.785
2023-12-08,70.87,3.82
2023-12-11,70.95,3.78
2023-12-12,68.27,3.786
2023-12-13,69.09,3.786
2023-12-14,71.21,3.889
2023-12-15,71.05,3.885
2023-12-18,72.16,3.848
2023-12-19,73.23,3.896
2023-12-20,73.87,3.902
2023-12-21,73.59,3.909
2023-12-22,73.29,3.896
2023-12-26,75.84,3.896
2023-12-27,74.31,3.944
2023-12-28,72.02,3.913
2023-12-29,71.89,3.881
2024-01-02,70.62,3.869
2024-01-03,72.97,3.848
2024-01-04,72.38,3.831
2024-01-05,74,3.795
2024-01-08,71.06,3.8
2024-01-09,72.43,3.749
2024-01-10,71.57,3.781
2024-01-11,72.15,3.777
2024-01-12,72.94,3.74
2024-01-15,NA,NA
2024-01-16,72.63,3.767
2024-01-17,72.79,3.733
2024-01-18,74.32,3.745
2024-01-19,73.69,3.787
2024-01-22,75.26,3.764
2024-01-23,74.72,3.791
2024-01-24,75.48,3.883
2024-01-25,77.91,3.866
2024-01-26,78.45,3.851
2024-01-29,77.25,3.873
2024-01-30,78.3,3.907
2024-01-31,76.28,3.903
2024-02-01,74.36,3.853
2024-02-02,72.72,3.822
2024-02-05,73.21,3.772
2024-02-06,73.83,3.783
2024-02-07,74.26,3.738
2024-02-08,76.67,3.706
2024-02-09,77.26,3.686
2024-02-12,77.34,3.729
2024-02-13,78.28,3.714
2024-02-14,77.09,3.701
2024-02-15,78.47,3.757
2024-02-16,79.65,3.838
2024-02-19,NA,NA
2024-02-20,78.72,3.867
2024-02-21,78.89,3.875
2024-02-22,79.64,3.898
2024-02-23,77.6,3.882
2024-02-26,78.53,3.824
2024-02-27,79.8,3.831
2024-02-28,79.44,3.828
2024-02-29,79.22,3.835
2024-03-01,80.9,3.855
2024-03-04,79.67,3.852
