"Date","Forecast"
2024-06-06,1.08729826906159
2024-06-07,1.08724986855338
2024-06-10,1.0871187455811
2024-06-11,1.08731664391757
2024-06-12,1.08713392709095
2024-06-13,1.08719833462225
2024-06-14,1.08726942499298
2024-06-17,1.08716574907757
2024-06-18,1.08716265875577
2024-06-19,1.08722601290446
2024-06-20,1.08713540017098
2024-06-21,1.08711128338158
2024-06-24,1.08717985245343
2024-06-25,1.08710518397769
2024-06-26,1.08706245872843
2024-06-27,1.08713139497443
2024-06-28,1.0870744485252
2024-07-01,1.08701630164347
2024-07-02,1.08708117298513
2024-07-03,1.08704262787035
2024-07-04,1.08697277716129
2024-07-05,1.08702976468731
2024-07-08,1.08255188246818
2024-07-09,1.08231804385174
2024-07-10,1.08247567397848
2024-07-11,1.08261342251645
2024-07-12,1.08252642696116
2024-07-15,1.08248682329581
2024-07-16,1.08268009945789
2024-07-17,1.08261164421168
2024-07-18,1.08249808330895
2024-07-19,1.08261946914554
2024-07-22,1.08258472351211
2024-07-23,1.08245486306532
2024-07-24,1.0825574105627
2024-07-25,1.08255450704496
2024-07-26,1.08241583263658
2024-07-29,1.08249498491086
2024-07-30,1.08252053779483
2024-07-31,1.08238035124422
2024-08-01,1.08243318077943
2024-08-02,1.08248259636587
2024-08-05,1.08234764639182
2024-08-06,1.08237286827857
2024-08-07,1.09655359347066
2024-08-08,1.09640882456674
2024-08-09,1.09648630878605
2024-08-12,1.09682430092795
2024-08-13,1.09656251355462
2024-08-14,1.09662381562754
2024-08-15,1.09688392925292
2024-08-16,1.09686978205399
2024-08-19,1.0965938345908
2024-08-20,1.09680702870607
2024-08-21,1.09685806075489
2024-08-22,1.09657218936169
2024-08-23,1.09673054438161
2024-08-26,1.09683789143672
2024-08-27,1.09655733098807
2024-08-28,1.09665648573785
2024-08-29,1.09680906760914
2024-08-30,1.09654748413347
2024-09-02,1.09658656444256
2024-09-03,1.09677185607231
2024-09-04,1.09654075973692
2024-09-05,1.09162337756823
2024-09-06,1.09187181214551
2024-09-09,1.09163581409644
2024-09-10,1.09155795380434
2024-09-11,1.09227845955873
2024-09-12,1.09306498697936
2024-09-13,1.10176743333663
2024-09-16,1.09939082463376
2024-09-17,1.09933079329375
2024-09-18,1.10415652216604
2024-09-19,1.10847094934429
2024-09-20,1.11158347763225
