"Date","Price","Open","High","Low","Vol.","Change %","Change.."
"03/14/2024",16.696,16.6708,16.743,16.6454,NA,NA,"0.22%"
"03/13/2024",16.6595,16.814,16.8185,16.6543,NA,NA,"-0.80%"
"03/12/2024",16.7945,16.8025,16.866,16.773,NA,NA,"0.09%"
"03/11/2024",16.779,16.835,16.8465,16.7821,NA,NA,"-0.18%"
"03/08/2024",16.8089,16.8772,16.9013,16.7619,NA,NA,"-0.36%"
"03/07/2024",16.87,16.8885,16.9256,16.8479,NA,NA,"-0.04%"
"03/06/2024",16.877,16.9479,16.965,16.847,NA,NA,"-0.39%"
"03/05/2024",16.9426,16.9575,16.9915,16.8977,NA,NA,"-0.10%"
"03/04/2024",16.96,17.0245,17.0363,16.9456,NA,NA,"-0.30%"
"03/01/2024",17.0108,17.0655,17.0755,16.996,NA,NA,"-0.22%"
"02/29/2024",17.049,17.0935,17.1205,17.0387,NA,NA,"-0.24%"
"02/28/2024",17.0898,17.058,17.124,17.0518,NA,NA,"0.18%"
"02/27/2024",17.0587,17.1066,17.119,17.0398,NA,NA,"-0.21%"
"02/26/2024",17.0944,17.1075,17.154,17.0807,NA,NA,"-0.07%"
"02/23/2024",17.107,17.129,17.163,17.0683,NA,NA,"0.05%"
"02/22/2024",17.098,17.0431,17.167,17.011,NA,NA,"0.35%"
"02/21/2024",17.0382,17.0655,17.0945,17.0305,NA,NA,"-0.06%"
"02/20/2024",17.048,17.045,17.092,16.9939,NA,NA,"0.04%"
"02/19/2024",17.041,17.064,17.0765,17.0281,NA,NA,"-0.06%"
"02/16/2024",17.051,17.0446,17.1085,17.028,NA,NA,"0.07%"
"02/15/2024",17.039,17.0895,17.1135,17.0325,NA,NA,"-0.20%"
"02/14/2024",17.073,17.1995,17.217,17.0776,NA,NA,"-0.59%"
"02/13/2024",17.175,17.07,17.2402,17.0613,NA,NA,"0.65%"
"02/12/2024",17.0644,17.1105,17.122,17.0453,NA,NA,"-0.07%"
"02/09/2024",17.076,17.1461,17.1755,17.07,NA,NA,"-0.38%"
"02/08/2024",17.1408,17.047,17.1736,17.0357,NA,NA,"0.67%"
"02/07/2024",17.026,17.037,17.0823,17.0057,NA,NA,"-0.04%"
"02/06/2024",17.032,17.1194,17.133,17.0065,NA,NA,"-0.46%"
"02/05/2024",17.111,17.156,17.2812,17.0857,NA,NA,"-0.01%"
"02/02/2024",17.113,17.078,17.1915,17.0348,NA,NA,"0.19%"
"02/01/2024",17.08,17.219,17.2955,17.0629,NA,NA,"-0.77%"
"01/31/2024",17.212,17.161,17.239,17.0975,NA,NA,"0.42%"
"01/30/2024",17.14,17.227,17.2675,17.1345,NA,NA,"-0.45%"
"01/29/2024",17.218,17.159,17.2775,17.1376,NA,NA,"0.37%"
"01/26/2024",17.1543,17.2055,17.243,17.1286,NA,NA,"-0.21%"
"01/25/2024",17.19,17.23,17.278,17.1675,NA,NA,"-0.12%"
"01/24/2024",17.21,17.31,17.3395,17.1375,NA,NA,"-0.52%"
"01/23/2024",17.3,17.182,17.395,17.1518,NA,NA,"0.73%"
"01/22/2024",17.174,17.1192,17.226,17.0557,NA,NA,"0.56%"
"01/19/2024",17.078,17.159,17.2,17.0677,NA,NA,"-0.40%"
"01/18/2024",17.146,17.195,17.245,17.1446,NA,NA,"-0.28%"
"01/17/2024",17.194,17.215,17.395,17.1849,NA,NA,"-0.05%"
"01/16/2024",17.202,16.884,17.245,16.8773,NA,NA,"1.93%"
"01/15/2024",16.877,16.869,16.9161,16.8496,NA,NA,"0.09%"
"01/12/2024",16.861,16.9165,16.9326,16.8325,NA,NA,"-0.29%"
"01/11/2024",16.91,16.9747,17.0785,16.8997,NA,NA,"-0.24%"
"01/10/2024",16.95,16.9597,17.025,16.9485,NA,NA,"-0.06%"
"01/09/2024",16.961,16.834,16.9874,16.8129,NA,NA,"0.86%"
"01/08/2024",16.817,16.885,16.9125,16.7845,NA,NA,"-0.29%"
"01/05/2024",16.866,17.0115,17.078,16.8612,NA,NA,"-0.83%"
"01/04/2024",17.008,17.015,17.0906,16.9764,NA,NA,"0.03%"
"01/03/2024",17.003,17.027,17.103,17.0059,NA,NA,"-0.06%"
"01/02/2024",17.014,16.9565,17.0743,16.9083,NA,NA,"0.29%"
"01/01/2024",16.9642,16.9734,16.9742,16.9734,NA,NA,"0.06%"
"12/29/2023",16.954,16.9515,16.9949,16.8927,NA,NA,"0.15%"
"12/28/2023",16.929,16.9233,17.0005,16.8598,NA,NA,"0.07%"
"12/27/2023",16.918,16.984,17.0019,16.9044,NA,NA,"-0.34%"
"12/26/2023",16.975,17.01,17.0145,16.9421,NA,NA,"-0.22%"
"12/25/2023",17.013,17.01,17.0337,17.0085,NA,NA,"0.27%"
"12/22/2023",16.968,17.0295,17.0552,16.9287,NA,NA,"-0.32%"
"12/21/2023",17.022,17.1465,17.1508,17.018,NA,NA,"-0.70%"
"12/20/2023",17.1414,17.0706,17.1605,17.0269,NA,NA,"0.44%"
"12/19/2023",17.066,17.163,17.174,17.0285,NA,NA,"-0.53%"
"12/18/2023",17.1574,17.2175,17.3008,17.1488,NA,NA,"-0.15%"
"12/15/2023",17.184,17.1915,17.3444,17.1705,NA,NA,"-0.01%"
"12/14/2023",17.186,17.245,17.4006,17.1404,NA,NA,"-0.28%"
"12/13/2023",17.235,17.3083,17.4646,17.1909,NA,NA,"-0.40%"
"12/12/2023",17.3034,17.3808,17.4382,17.2945,NA,NA,"-0.41%"
"12/11/2023",17.3755,17.351,17.468,17.3383,NA,NA,"0.16%"
"12/08/2023",17.347,17.473,17.5235,17.3069,NA,NA,"-0.61%"
"12/07/2023",17.453,17.269,17.5441,17.2598,NA,NA,"1.13%"
"12/06/2023",17.258,17.3825,17.3971,17.239,NA,NA,"-0.69%"
"12/05/2023",17.3775,17.4573,17.5655,17.3554,NA,NA,"-0.43%"
"12/04/2023",17.4522,17.188,17.5411,17.1816,NA,NA,"1.64%"
"12/01/2023",17.17,17.3859,17.4044,17.159,NA,NA,"-1.20%"
"11/30/2023",17.3784,17.2829,17.4988,17.2554,NA,NA,"0.59%"
"11/29/2023",17.276,17.1425,17.3246,17.1141,NA,NA,"0.82%"
"11/28/2023",17.1356,17.1701,17.2166,17.1052,NA,NA,"-0.17%"
"11/27/2023",17.1645,17.1225,17.2115,17.0326,NA,NA,"0.38%"
"11/24/2023",17.1,17.188,17.1929,17.084,NA,NA,"-0.46%"
"11/23/2023",17.179,17.1999,17.2075,17.1444,NA,NA,"0.01%"
"11/22/2023",17.178,17.1954,17.2522,17.1556,NA,NA,"-0.02%"
"11/21/2023",17.181,17.1161,17.2709,17.0656,NA,NA,"0.42%"
"11/20/2023",17.1097,17.2321,17.2549,17.0809,NA,NA,"-0.56%"
"11/17/2023",17.206,17.2278,17.2656,17.1877,NA,NA,"-0.10%"
"11/16/2023",17.2236,17.298,17.3349,17.218,NA,NA,"-0.41%"
"11/15/2023",17.2947,17.3447,17.4181,17.2873,NA,NA,"-0.26%"
"11/14/2023",17.339,17.607,17.6318,17.336,NA,NA,"-1.46%"
"11/13/2023",17.596,17.645,17.7278,17.5729,NA,NA,"-0.20%"
"11/10/2023",17.632,17.824,17.941,17.6176,NA,NA,"-0.99%"
"11/09/2023",17.808,17.5366,17.9004,17.472,NA,NA,"1.57%"
"11/08/2023",17.5333,17.4776,17.5795,17.4639,NA,NA,"0.35%"
"11/07/2023",17.472,17.5478,17.5952,17.4491,NA,NA,"-0.41%"
"11/06/2023",17.5431,17.459,17.5842,17.405,NA,NA,"0.54%"
"11/03/2023",17.449,17.5151,17.563,17.2829,NA,NA,"-0.35%"
"11/02/2023",17.5096,17.7675,17.806,17.5107,NA,NA,"-1.44%"
"11/01/2023",17.7647,18.0465,18.1164,17.7488,NA,NA,"-1.51%"
"10/31/2023",18.037,18.0505,18.1212,17.9249,NA,NA,"-0.04%"
"10/30/2023",18.0449,18.1315,18.134,17.9641,NA,NA,"-0.38%"
"10/27/2023",18.113,18.1535,18.1783,17.9998,NA,NA,"-0.20%"
"10/26/2023",18.1498,18.3295,18.4254,18.1227,NA,NA,"-0.87%"
"10/25/2023",18.31,18.2535,18.3974,18.2305,NA,NA,"0.34%"
"10/24/2023",18.248,18.1426,18.3491,18.08,NA,NA,"0.60%"
"10/23/2023",18.139,18.23,18.3757,18.0751,NA,NA,"-0.46%"
"10/20/2023",18.223,18.3235,18.4665,18.1778,NA,NA,"-0.49%"
"10/19/2023",18.313,18.255,18.3972,18.1595,NA,NA,"0.40%"
"10/18/2023",18.24,18.0138,18.3087,17.9591,NA,NA,"1.28%"
"10/17/2023",18.009,17.8857,18.0806,17.8679,NA,NA,"0.77%"
"10/16/2023",17.872,18.0665,18.0724,17.8707,NA,NA,"-1.05%"
"10/13/2023",18.062,17.9815,18.1131,17.8431,NA,NA,"0.53%"
"10/12/2023",17.967,17.835,18.0856,17.7537,NA,NA,"0.78%"
"10/11/2023",17.8286,17.9332,17.9692,17.7851,NA,NA,"-0.57%"
"10/10/2023",17.9306,18.2052,18.304,17.917,NA,NA,"-1.41%"
"10/09/2023",18.1873,18.1965,18.4219,18.1562,NA,NA,"0.13%"
"10/06/2023",18.1638,18.2598,18.4905,18.102,NA,NA,"-0.45%"
"10/05/2023",18.2462,17.964,18.3757,17.929,NA,NA,"1.66%"
"10/04/2023",17.949,18.0728,18.2171,17.8245,NA,NA,"-0.64%"
"10/03/2023",18.0653,17.675,18.0815,17.6025,NA,NA,"2.27%"
"10/02/2023",17.664,17.415,17.7195,17.379,NA,NA,"1.53%"
"09/29/2023",17.397,17.57,17.58,17.349,NA,NA,"-0.82%"
"09/28/2023",17.54,17.674,17.7381,17.5352,NA,NA,"-0.71%"
"09/27/2023",17.6663,17.5475,17.8186,17.4763,NA,NA,"0.81%"
"09/26/2023",17.524,17.3965,17.5672,17.3622,NA,NA,"0.77%"
"09/25/2023",17.3893,17.2076,17.455,17.1719,NA,NA,"1.11%"
"09/22/2023",17.1989,17.2325,17.2461,17.1007,NA,NA,"-0.15%"
"09/21/2023",17.224,17.0956,17.2519,17.0662,NA,NA,"0.80%"
"09/20/2023",17.0879,17.0819,17.101,16.9973,NA,NA,"0.06%"
"09/19/2023",17.0774,17.1355,17.1454,17.0538,NA,NA,"-0.31%"
"09/18/2023",17.131,17.0735,17.1814,17.0305,NA,NA,"0.39%"
"09/15/2023",17.064,17.1092,17.1271,17.0471,NA,NA,"-0.23%"
"09/14/2023",17.104,17.1545,17.208,17.0716,NA,NA,"-0.25%"
"09/13/2023",17.147,17.2245,17.292,17.0865,NA,NA,"-0.30%"
"09/12/2023",17.199,17.275,17.3817,17.2099,NA,NA,"-0.38%"
"09/11/2023",17.265,17.57,17.6068,17.2661,NA,NA,"-1.78%"
"09/08/2023",17.577,17.595,17.6298,17.4394,NA,NA,"0.02%"
"09/07/2023",17.574,17.571,17.7099,17.4211,NA,NA,"0.12%"
"09/06/2023",17.553,17.4195,17.6807,17.3937,NA,NA,"0.84%"
"09/05/2023",17.406,17.1835,17.4589,17.169,NA,NA,"1.39%"
"09/04/2023",17.168,17.078,17.1966,17.0429,NA,NA,"0.54%"
"09/01/2023",17.076,17.035,17.2026,16.9711,NA,NA,"0.29%"
"08/31/2023",17.027,16.74,17.0995,16.709,NA,NA,"1.79%"
"08/30/2023",16.728,16.797,16.8135,16.7271,NA,NA,"-0.37%"
"08/29/2023",16.79,16.7882,16.8881,16.7534,NA,NA,"0.07%"
"08/28/2023",16.778,16.749,16.799,16.6925,NA,NA,"0.33%"
"08/25/2023",16.723,16.829,16.8468,16.7309,NA,NA,"-0.54%"
"08/24/2023",16.814,16.795,16.861,16.7626,NA,NA,"0.14%"
"08/23/2023",16.79,16.913,16.9343,16.7756,NA,NA,"-0.66%"
"08/22/2023",16.902,17.0275,17.0383,16.8933,NA,NA,"-0.69%"
"08/21/2023",17.02,17.0515,17.0812,16.9939,NA,NA,"-0.09%"
"08/18/2023",17.035,17.1055,17.1368,17.015,NA,NA,"-0.37%"
"08/17/2023",17.098,17.1395,17.2101,17.0602,NA,NA,"-0.20%"
"08/16/2023",17.132,17.1475,17.1716,17.0322,NA,NA,"-0.05%"
"08/15/2023",17.14,17.052,17.1912,17.0387,NA,NA,"0.60%"
"08/14/2023",17.038,17.012,17.138,16.9648,NA,NA,"0.29%"
"08/11/2023",16.988,17.1355,17.1439,16.9515,NA,NA,"-0.83%"
"08/10/2023",17.13,17.0579,17.1451,16.9102,NA,NA,"0.45%"
"08/09/2023",17.0533,17.1179,17.1897,17.0446,NA,NA,"-0.32%"
"08/08/2023",17.1074,17.061,17.2864,17.0475,NA,NA,"0.37%"
"08/07/2023",17.045,17.0775,17.1522,17.0229,NA,NA,"-0.04%"
"08/04/2023",17.051,17.341,17.435,17.0085,NA,NA,"-1.57%"
"08/03/2023",17.323,17.0285,17.435,16.994,NA,NA,"1.85%"
"08/02/2023",17.008,16.8805,17.085,16.8342,NA,NA,"0.79%"
"08/01/2023",16.875,16.745,16.9104,16.7307,NA,NA,"0.88%"
"07/31/2023",16.728,16.681,16.788,16.6681,NA,NA,"0.33%"
"07/28/2023",16.673,16.872,16.9487,16.6248,NA,NA,"-1.11%"
"07/27/2023",16.86,16.8429,16.9099,16.7021,NA,NA,"0.15%"
"07/26/2023",16.834,16.93,16.9839,16.8158,NA,NA,"-0.51%"
"07/25/2023",16.92,16.835,16.9447,16.8001,NA,NA,"0.59%"
"07/24/2023",16.82,16.9785,17.0109,16.8109,NA,NA,"-0.92%"
"07/21/2023",16.976,16.889,17.0504,16.8608,NA,NA,"0.61%"
"07/20/2023",16.873,16.7119,16.9174,16.7013,NA,NA,"1.00%"
"07/19/2023",16.7066,16.7544,16.789,16.7029,NA,NA,"-0.20%"
"07/18/2023",16.74,16.7345,16.786,16.6936,NA,NA,"0.12%"
"07/17/2023",16.72,16.752,16.906,16.7066,NA,NA,"-0.10%"
"07/14/2023",16.736,16.8428,16.9198,16.7141,NA,NA,"-0.60%"
"07/13/2023",16.8371,16.8997,16.98,16.8241,NA,NA,"-0.28%"
"07/12/2023",16.884,17.0429,17.08,16.809,NA,NA,"-0.90%"
"07/11/2023",17.0379,17.0575,17.128,17.0378,NA,NA,"-0.01%"
"07/10/2023",17.04,17.1353,17.175,17.0282,NA,NA,"-0.56%"
"07/07/2023",17.136,17.239,17.3968,17.0702,NA,NA,"-0.53%"
"07/06/2023",17.227,17.0077,17.385,16.9957,NA,NA,"1.32%"
"07/05/2023",17.0026,17.0609,17.0767,16.98,NA,NA,"-0.34%"
"07/04/2023",17.0608,17.0585,17.0712,17.0158,NA,NA,"0.11%"
"07/03/2023",17.042,17.1305,17.1502,17.0375,NA,NA,"-0.42%"
"06/30/2023",17.1135,17.1278,17.1744,17.0441,NA,NA,"-0.06%"
"06/29/2023",17.1231,17.0958,17.168,17.0641,NA,NA,"0.31%"
"06/28/2023",17.07,17.086,17.135,17.0449,NA,NA,"-0.06%"
"06/27/2023",17.0797,17.1375,17.1501,17.0534,NA,NA,"-0.31%"
"06/26/2023",17.133,17.1717,17.185,17.1112,NA,NA,"-0.14%"
"06/23/2023",17.157,17.1839,17.2661,17.1366,NA,NA,"-0.05%"
"06/22/2023",17.165,17.114,17.2103,17.1074,NA,NA,"0.29%"
"06/21/2023",17.116,17.216,17.2581,17.1035,NA,NA,"-0.51%"
"06/20/2023",17.203,17.087,17.2443,17.0679,NA,NA,"0.78%"
"06/19/2023",17.07,17.075,17.1725,17.0611,NA,NA,"0.05%"
"06/16/2023",17.062,17.1225,17.19,17.0219,NA,NA,"-0.25%"
"06/15/2023",17.105,17.1065,17.268,17.0986,NA,NA,"0.02%"
"06/14/2023",17.102,17.2225,17.255,17.0784,NA,NA,"-0.58%"
"06/13/2023",17.201,17.283,17.33,17.1965,NA,NA,"-0.40%"
"06/12/2023",17.27,17.2775,17.3386,17.2414,NA,NA,"-0.05%"
"06/09/2023",17.278,17.3775,17.3918,17.2584,NA,NA,"-0.50%"
"06/08/2023",17.365,17.366,17.455,17.3301,NA,NA,"0.05%"
"06/07/2023",17.357,17.405,17.413,17.3033,NA,NA,"-0.10%"
"06/06/2023",17.375,17.4685,17.505,17.3682,NA,NA,"-0.47%"
"06/05/2023",17.457,17.5545,17.5982,17.445,NA,NA,"-0.48%"
"06/02/2023",17.541,17.5455,17.5725,17.42,NA,NA,"-0.04%"
"06/01/2023",17.5474,17.6895,17.7282,17.5399,NA,NA,"-0.76%"
"05/31/2023",17.6819,17.6585,17.7733,17.6347,NA,NA,"0.22%"
"05/30/2023",17.643,17.5855,17.6958,17.5391,NA,NA,"0.39%"
"05/29/2023",17.575,17.6295,17.6321,17.5315,NA,NA,"-0.20%"
"05/26/2023",17.61,17.854,17.8708,17.613,NA,NA,"-1.33%"
"05/25/2023",17.848,17.7995,17.8815,17.7519,NA,NA,"0.30%"
"05/24/2023",17.795,17.973,17.997,17.7661,NA,NA,"-0.84%"
"05/23/2023",17.946,17.8945,18.005,17.8646,NA,NA,"0.37%"
"05/22/2023",17.879,17.78,17.9608,17.7486,NA,NA,"0.61%"
"05/19/2023",17.77,17.7105,17.7996,17.6192,NA,NA,"0.38%"
"05/18/2023",17.703,17.596,17.7792,17.5916,NA,NA,"0.66%"
"05/17/2023",17.587,17.5021,17.6925,17.4826,NA,NA,"0.57%"
"05/16/2023",17.488,17.4405,17.5422,17.41,NA,NA,"0.31%"
"05/15/2023",17.434,17.5825,17.6209,17.4174,NA,NA,"-0.84%"
"05/12/2023",17.581,17.581,17.6495,17.56,NA,NA,"0.05%"
"05/11/2023",17.573,17.5553,17.7031,17.5337,NA,NA,"0.15%"
"05/10/2023",17.5465,17.7734,17.7796,17.5489,NA,NA,"-1.13%"
"05/09/2023",17.747,17.795,17.8365,17.7403,NA,NA,"-0.24%"
"05/08/2023",17.79,17.765,17.842,17.7361,NA,NA,"0.25%"
"05/05/2023",17.745,17.9135,17.9491,17.7447,NA,NA,"-0.88%"
"05/04/2023",17.902,17.9274,18.0359,17.8517,NA,NA,"-0.08%"
"05/03/2023",17.916,17.9799,17.9965,17.8241,NA,NA,"-0.32%"
"05/02/2023",17.974,17.938,18.0791,17.8998,NA,NA,"0.24%"
"05/01/2023",17.931,17.985,18.024,17.9188,NA,NA,"-0.27%"
"04/28/2023",17.98,18.0379,18.1112,17.9635,NA,NA,"-0.26%"
"04/27/2023",18.026,18.1515,18.205,18.0176,NA,NA,"-0.61%"
"04/26/2023",18.137,18.075,18.195,18.032,NA,NA,"0.37%"
"04/25/2023",18.07,17.9825,18.1628,17.9492,NA,NA,"0.57%"
"04/24/2023",17.967,17.995,18.0535,17.9655,NA,NA,"-0.01%"
"04/21/2023",17.968,18.004,18.0434,17.972,NA,NA,"-0.11%"
"04/20/2023",17.987,18.0473,18.1241,17.986,NA,NA,"-0.26%"
"04/19/2023",18.033,18.055,18.1534,18.0323,NA,NA,"-0.10%"
"04/18/2023",18.051,18.017,18.0971,17.9632,NA,NA,"0.22%"
"04/17/2023",18.012,18.0026,18.1542,17.9327,NA,NA,"0.09%"
"04/14/2023",17.996,18.01,18.123,17.9995,NA,NA,"-0.01%"
"04/13/2023",17.998,18.075,18.1242,17.9739,NA,NA,"-0.36%"
"04/12/2023",18.063,18.1785,18.206,18.0161,NA,NA,"-0.52%"
"04/11/2023",18.157,18.1693,18.231,18.1014,NA,NA,"-0.03%"
"04/10/2023",18.162,18.12,18.284,18.076,NA,NA,"0.26%"
"04/07/2023",18.115,18.2414,18.2719,18.0968,NA,NA,"-0.60%"
"04/06/2023",18.2251,18.3045,18.3863,18.1963,NA,NA,"-0.33%"
"04/05/2023",18.286,18.1406,18.408,18.0979,NA,NA,"0.93%"
"04/04/2023",18.117,18.0625,18.1925,18.0082,NA,NA,"0.34%"
"04/03/2023",18.056,18.015,18.156,17.9647,NA,NA,"0.26%"
"03/31/2023",18.0099,18.093,18.1257,17.9865,NA,NA,"-0.37%"
"03/30/2023",18.076,18.0875,18.1633,18.0497,NA,NA,"-0.04%"
"03/29/2023",18.0836,18.2375,18.2452,18.067,NA,NA,"-0.78%"
"03/28/2023",18.225,18.3462,18.3603,18.21,NA,NA,"-0.59%"
"03/27/2023",18.3335,18.42,18.4699,18.3263,NA,NA,"-0.44%"
"03/24/2023",18.414,18.5578,18.7978,18.4142,NA,NA,"-0.75%"
"03/23/2023",18.5536,18.6158,18.662,18.4503,NA,NA,"-0.28%"
"03/22/2023",18.606,18.5975,18.6653,18.378,NA,NA,"0.10%"
"03/21/2023",18.587,18.8281,18.878,18.5881,NA,NA,"-1.20%"
"03/20/2023",18.8123,18.8727,19.2348,18.7872,NA,NA,"-0.37%"
"03/17/2023",18.883,18.725,18.989,18.6339,NA,NA,"0.97%"
"03/16/2023",18.7023,18.9745,19.1803,18.6965,NA,NA,"-1.35%"
"03/15/2023",18.9579,18.5944,19.0925,18.5753,NA,NA,"1.98%"
"03/14/2023",18.5899,18.9135,19.1556,18.5559,NA,NA,"-1.66%"
"03/13/2023",18.903,18.494,19.179,18.2381,NA,NA,"2.29%"
"03/10/2023",18.48,18.3625,18.5965,18.2682,NA,NA,"0.74%"
"03/09/2023",18.344,17.986,18.4457,17.8975,NA,NA,"2.09%"
"03/08/2023",17.968,18.0995,18.1278,17.9025,NA,NA,"-0.67%"
"03/07/2023",18.09,18.002,18.185,17.9692,NA,NA,"0.59%"
"03/06/2023",17.984,17.972,18.045,17.9499,NA,NA,"0.23%"
"03/03/2023",17.943,18.13,18.133,17.9436,NA,NA,"-0.94%"
"03/02/2023",18.114,18.106,18.194,18.0924,NA,NA,"0.13%"
"03/01/2023",18.091,18.308,18.3326,18.069,NA,NA,"-1.15%"
"02/28/2023",18.301,18.368,18.419,18.2765,NA,NA,"-0.27%"
"02/27/2023",18.35,18.3955,18.435,18.317,NA,NA,"-0.22%"
"02/24/2023",18.391,18.377,18.5071,18.3524,NA,NA,"0.17%"
"02/23/2023",18.36,18.3525,18.4605,18.2964,NA,NA,"0.08%"
"02/22/2023",18.345,18.4575,18.4822,18.3193,NA,NA,"-0.53%"
"02/21/2023",18.443,18.387,18.495,18.3341,NA,NA,"0.40%"
"02/20/2023",18.37,18.37,18.445,18.3311,NA,NA,"0.10%"
"02/17/2023",18.351,18.5255,18.6772,18.328,NA,NA,"-0.86%"
"02/16/2023",18.511,18.5875,18.687,18.4799,NA,NA,"-0.34%"
"02/15/2023",18.575,18.525,18.753,18.5007,NA,NA,"0.35%"
"02/14/2023",18.511,18.5695,18.6769,18.4965,NA,NA,"-0.23%"
"02/13/2023",18.554,18.676,18.7304,18.5544,NA,NA,"-0.49%"
"02/10/2023",18.645,18.7777,18.8328,18.6374,NA,NA,"-0.67%"
"02/09/2023",18.7703,18.9395,19,18.7335,NA,NA,"-0.84%"
"02/08/2023",18.93,18.8819,18.987,18.8232,NA,NA,"0.29%"
"02/07/2023",18.8748,19.17,19.1797,18.871,NA,NA,"-1.49%"
"02/06/2023",19.16,18.9845,19.2922,18.982,NA,NA,"1.08%"
"02/03/2023",18.955,18.6625,18.9915,18.6442,NA,NA,"1.66%"
"02/02/2023",18.645,18.605,18.7115,18.5057,NA,NA,"0.24%"
"02/01/2023",18.5999,18.8355,18.8741,18.5926,NA,NA,"-1.17%"
"01/31/2023",18.82,18.7683,18.8526,18.7278,NA,NA,"0.32%"
"01/30/2023",18.7606,18.777,18.8128,18.751,NA,NA,"0.00%"
"01/27/2023",18.76,18.7976,18.8319,18.7155,NA,NA,"-0.16%"
"01/26/2023",18.79,18.7895,18.8985,18.7826,NA,NA,"0.08%"
"01/25/2023",18.775,18.795,18.8575,18.7666,NA,NA,"-0.03%"
"01/24/2023",18.78,18.809,18.8915,18.7839,NA,NA,"-0.11%"
"01/23/2023",18.801,18.9017,18.9017,18.7895,NA,NA,"-0.29%"
"01/20/2023",18.855,18.993,19.0229,18.845,NA,NA,"-0.63%"
"01/19/2023",18.975,18.8895,19.1135,18.8662,NA,NA,"0.53%"
"01/18/2023",18.875,18.665,18.9063,18.5655,NA,NA,"1.21%"
"01/17/2023",18.65,18.777,18.8375,18.6467,NA,NA,"-0.65%"
"01/16/2023",18.7716,18.763,18.8631,18.7308,NA,NA,"0.10%"
"01/13/2023",18.753,18.8315,18.915,18.7305,NA,NA,"-0.39%"
"01/12/2023",18.8265,18.9275,18.9827,18.815,NA,NA,"-0.44%"
"01/11/2023",18.91,19.065,19.115,18.91,NA,NA,"-0.72%"
"01/10/2023",19.048,19.1475,19.1778,19.0495,NA,NA,"-0.43%"
"01/09/2023",19.13,19.1455,19.1965,19.1005,NA,NA,"0.03%"
"01/06/2023",19.124,19.327,19.3501,19.118,NA,NA,"-0.96%"
"01/05/2023",19.31,19.3825,19.434,19.2955,NA,NA,"-0.28%"
"01/04/2023",19.365,19.4067,19.427,19.2564,NA,NA,"-0.18%"
"01/03/2023",19.4,19.466,19.5369,19.3739,NA,NA,"-0.31%"
"01/02/2023",19.461,19.4865,19.5235,19.4585,NA,NA,"-0.07%"
"12/30/2022",19.474,19.4595,19.5901,19.405,NA,NA,"0.15%"
"12/29/2022",19.445,19.435,19.4795,19.3013,NA,NA,"0.13%"
"12/28/2022",19.42,19.4885,19.4984,19.3795,NA,NA,"-0.29%"
"12/27/2022",19.477,19.4015,19.5025,19.3386,NA,NA,"0.47%"
"12/26/2022",19.385,19.3915,19.4252,19.3332,NA,NA,"0.22%"
"12/23/2022",19.343,19.5675,19.591,19.3456,NA,NA,"-0.99%"
"12/22/2022",19.537,19.652,19.6823,19.539,NA,NA,"-0.54%"
"12/21/2022",19.643,19.7605,19.8037,19.631,NA,NA,"-0.51%"
"12/20/2022",19.743,19.797,19.9025,19.6772,NA,NA,"-0.25%"
"12/19/2022",19.792,19.783,19.8415,19.7089,NA,NA,"0.11%"
"12/16/2022",19.77,19.759,19.8855,19.7396,NA,NA,"0.11%"
"12/15/2022",19.748,19.619,19.859,19.6115,NA,NA,"0.73%"
"12/14/2022",19.604,19.528,19.765,19.5152,NA,NA,"0.48%"
"12/13/2022",19.51,19.8565,19.8848,19.516,NA,NA,"-1.68%"
"12/12/2022",19.844,19.763,19.9191,19.7307,NA,NA,"0.41%"
"12/09/2022",19.763,19.6248,19.8425,19.6131,NA,NA,"0.77%"
"12/08/2022",19.6126,19.667,19.745,19.607,NA,NA,"-0.23%"
"12/07/2022",19.657,19.758,19.8339,19.626,NA,NA,"-0.45%"
"12/06/2022",19.746,19.737,19.865,19.6276,NA,NA,"0.10%"
"12/05/2022",19.726,19.404,19.866,19.3478,NA,NA,"1.82%"
"12/02/2022",19.374,19.131,19.4465,19.1075,NA,NA,"1.31%"
"12/01/2022",19.123,19.268,19.3485,19.115,NA,NA,"-0.66%"
"11/30/2022",19.251,19.233,19.4635,19.1938,NA,NA,"0.18%"
"11/29/2022",19.216,19.308,19.3249,19.0403,NA,NA,"-0.41%"
"11/28/2022",19.295,19.3193,19.37,19.2915,NA,NA,"-0.18%"
"11/25/2022",19.33,19.3835,19.4245,19.3045,NA,NA,"-0.19%"
"11/24/2022",19.367,19.3665,19.4,19.3391,NA,NA,"0.07%"
"11/23/2022",19.354,19.435,19.4546,19.329,NA,NA,"-0.33%"
"11/22/2022",19.419,19.546,19.5735,19.4132,NA,NA,"-0.61%"
"11/21/2022",19.538,19.4545,19.5935,19.4133,NA,NA,"0.53%"
"11/18/2022",19.435,19.4235,19.5385,19.3818,NA,NA,"0.14%"
"11/17/2022",19.407,19.3485,19.4775,19.3104,NA,NA,"0.36%"
"11/16/2022",19.338,19.3635,19.4053,19.282,NA,NA,"-0.08%"
"11/15/2022",19.354,19.354,19.4745,19.2435,NA,NA,"0.08%"
"11/14/2022",19.339,19.535,19.5748,19.3169,NA,NA,"-0.80%"
"11/11/2022",19.495,19.3169,19.595,19.2638,NA,NA,"0.96%"
