"Date","Price","Open","High","Low","Vol.","Change.."
2019-09-18,117.49,117.585,117.74,117.3,"85.46K","0.14%"
2019-09-17,117.33,117.535,117.735,116.99,"94.19K","0.03%"
2019-09-16,117.3,118.025,118.09,117.025,"87.07K","-0.40%"
2019-09-13,117.77,117.755,118.02,117.38,"97.01K","0.12%"
2019-09-12,117.63,117.555,118.12,116.955,"105.51K","0.28%"
2019-09-11,117.3,117.48,117.725,117.05,"92.90K","0.05%"
2019-09-10,117.24,117.595,117.74,117.335,"89.75K","-0.19%"
2019-09-09,117.46,117.56,117.705,117.355,"79.38K","-0.01%"
2019-09-06,117.47,117.605,117.745,117.405,"101.22K","-0.02%"
2019-09-05,117.49,117.45,117.705,117.235,"108.83K","0.24%"
2019-09-04,117.21,117.565,117.73,117.4,"110.07K","-0.09%"
2019-09-03,117.31,117.555,117.85,117.36,"107.89K","0.03%"
2019-09-02,117.28,117.665,117.825,117.385,"75.13K","-0.23%"
2019-08-30,117.55,117.64,117.905,117.375,"97.72K","0.14%"
2019-08-29,117.39,117.735,117.955,117.495,"99.11K","-0.09%"
2019-08-28,117.5,117.725,117.94,117.56,"99.96K","0.01%"
2019-08-27,117.49,117.795,118.065,117.58,"103.37K","-0.03%"
2019-08-26,117.53,118.01,118.225,117.69,"107.49K","-0.29%"
2019-08-23,117.87,117.91,118.1,117.705,"103.47K","0.18%"
2019-08-22,117.66,117.855,118.05,117.69,"99.01K","0.05%"
2019-08-21,117.6,117.66,117.965,117.6,"100.73K","0.15%"
2019-08-20,117.42,117.755,117.905,117.585,"102.65K","-0.06%"
2019-08-19,117.49,117.84,117.955,117.63,"84.42K","-0.17%"
2019-08-16,117.69,117.745,118.045,117.535,"93.01K","0.08%"
2019-08-15,117.6,117.715,117.905,117.465,"109.33K","0.11%"
2019-08-14,117.47,117.705,117.855,117.535,"110.99K","0.01%"
2019-08-13,117.46,117.66,117.885,117.465,"117.33K","0.05%"
2019-08-12,117.4,117.645,118.06,117.43,"88.89K","-0.05%"
2019-08-09,117.46,117.675,117.85,117.43,"103.32K","0.02%"
2019-08-08,117.44,117.62,117.97,117.465,"111.10K","-0.02%"
2019-08-07,117.46,117.645,117.815,117.46,"118.06K","0.07%"
2019-08-06,117.38,117.69,117.89,117.445,"122.79K","-0.06%"
2019-08-05,117.45,117.695,118.03,117.48,"108.47K","-0.11%"
2019-08-02,117.58,117.75,117.84,117.485,"115.55K","-0.01%"
2019-08-01,117.59,117.7,117.845,117.49,"124.54K","0.12%"
2019-07-31,117.45,117.665,117.895,117.475,"105.60K","0.03%"
2019-07-30,117.41,117.75,117.865,117.565,"99.36K","-0.15%"
2019-07-29,117.59,117.725,117.865,117.535,"77.44K","0.01%"
2019-07-26,117.58,117.74,117.86,117.53,"88.05K","0.09%"
2019-07-25,117.48,117.885,117.965,117.505,"107.40K","-0.13%"
2019-07-24,117.63,117.78,118.005,117.605,"105.16K","-0.03%"
2019-07-23,117.67,117.69,117.985,117.54,"101.77K","0.20%"
2019-07-22,117.44,117.71,117.85,117.505,"85.80K","-0.14%"
2019-07-19,117.61,117.71,117.89,117.49,"107.61K","0.00%"
2019-07-18,117.61,117.705,117.865,117.41,"109.16K","-0.01%"
2019-07-17,117.62,117.71,117.825,117.48,"98.89K","0.05%"
2019-07-16,117.56,117.7,117.825,117.465,"92.12K","-0.01%"
2019-07-15,117.57,117.645,117.92,117.55,"71.55K","0.04%"
2019-07-12,117.52,117.67,117.885,117.445,"96.45K","0.08%"
2019-07-11,117.43,117.69,117.96,117.445,"103.26K","0.00%"
2019-07-10,117.43,117.685,118.07,117.51,"100.05K","0.00%"
2019-07-09,117.43,117.73,117.875,117.575,"88.80K","-0.14%"
2019-07-08,117.6,117.68,117.845,117.56,"77.30K","0.03%"
2019-07-05,117.56,117.66,117.92,117.495,"95.81K","0.07%"
2019-07-04,117.48,117.71,117.91,117.595,"78.95K","0.01%"
2019-07-03,117.47,117.79,117.935,117.63,"92.48K","-0.06%"
2019-07-02,117.54,117.81,118.025,117.605,"93.42K","-0.03%"
2019-07-01,117.58,117.895,117.995,117.385,"87.80K","-0.14%"
2019-06-28,117.75,117.87,118,117.64,"82.42K","0.08%"
2019-06-27,117.65,117.875,118.04,117.685,"86.63K","0.01%"
2019-06-26,117.64,117.9,118,117.695,"93.51K","-0.09%"
2019-06-25,117.75,117.845,118.045,117.735,"92.20K","0.13%"
2019-06-24,117.6,117.77,118.055,117.67,"71.25K","-0.09%"
2019-06-21,117.71,117.84,118.09,117.655,"88.65K","0.09%"
2019-06-20,117.6,117.885,118.065,117.695,"95.50K","-0.03%"
2019-06-19,117.63,117.81,118.11,117.675,"77.64K","0.05%"
2019-06-18,117.57,117.83,118.045,117.635,"84.16K","-0.02%"
2019-06-17,117.59,117.935,118.075,117.685,"68.85K","-0.13%"
2019-06-14,117.74,117.98,118.12,117.625,"91.28K","-0.03%"
2019-06-13,117.77,118,118.14,117.75,"110.27K","0.00%"
2019-06-12,117.77,117.985,118.175,117.815,"110.84K","-0.02%"
2019-06-11,117.79,117.91,118.165,117.725,"108.70K","0.09%"
2019-06-10,117.68,117.92,118.18,117.685,"87.24K","-0.17%"
2019-06-07,117.88,117.89,118.24,117.735,"98.07K","0.25%"
2019-06-06,117.59,117.875,118.095,117.665,"122.82K","-0.10%"
2019-06-05,117.71,117.86,118.05,117.695,"121.80K","0.07%"
2019-06-04,117.63,117.9,118.07,117.615,"119.18K","-0.12%"
2019-06-03,117.77,117.775,118.205,117.62,"108.42K","-0.02%"
2019-05-31,117.79,117.96,118.11,117.7,"145.89K","0.09%"
2019-05-30,117.68,117.89,118.12,117.67,"128.48K","-0.10%"
2019-05-29,117.8,117.95,118.12,117.745,"143.52K","0.07%"
2019-05-28,117.72,118.055,118.23,117.755,"130.91K","-0.06%"
2019-05-27,117.79,117.745,118.18,117.66,"89.86K","0.08%"
2019-05-24,117.7,117.925,118.175,117.71,"108.68K","0.03%"
2019-05-23,117.67,117.955,118.12,117.65,"125.12K","-0.05%"
2019-05-22,117.73,118.015,118.135,117.75,"113.18K","0.04%"
2019-05-21,117.68,117.97,118.135,117.76,"120.09K","-0.03%"
2019-05-20,117.71,117.95,118.095,117.705,"95.95K","-0.11%"
2019-05-17,117.84,117.815,118.135,117.77,"117.69K","0.26%"
2019-05-16,117.54,118.025,118.155,117.775,"122.67K","-0.30%"
2019-05-15,117.89,117.91,118.23,117.68,"125.14K","0.20%"
2019-05-14,117.65,117.97,118.17,117.76,"113.97K","-0.16%"
2019-05-13,117.84,118.04,118.13,117.71,"109.10K","0.01%"
2019-05-10,117.83,118.045,118.21,117.73,"146.89K","0.09%"
2019-05-09,117.72,117.975,118.13,117.745,"150.41K","-0.01%"
2019-05-08,117.73,117.975,118.135,117.76,"151.02K","0.00%"
2019-05-07,117.73,117.965,118.185,117.71,"157.64K","0.02%"
2019-05-06,117.71,117.975,118.1,117.515,"121.40K","-0.08%"
2019-05-03,117.81,118.03,118.135,117.695,"124.95K","0.00%"
2019-05-02,117.81,118.04,118.115,117.825,"122.60K","-0.01%"
2019-05-01,117.82,117.91,118.145,117.8,"98.88K","0.13%"
2019-04-30,117.67,117.95,118.225,117.765,"119.59K","-0.12%"
2019-04-29,117.81,117.905,118.095,117.78,"87.51K","0.07%"
2019-04-26,117.73,117.9,118.075,117.645,"119.96K","-0.09%"
