Date,Price,Open,High,Low,Vol.,Change..
2022-09-12,20.0549,20.045,20.2484,19.9855,NA,0.51%
2022-09-13,20.0018,20.0765,20.2267,19.9984,NA,-0.26%
2022-09-14,19.9061,20.0233,20.0606,19.9018,NA,-0.48%
2022-09-15,20.06,19.917,20.0943,19.8997,NA,0.77%
2022-09-16,20.06,20.0785,20.1089,19.9872,NA,0.00%
2022-09-19,19.9478,20.0751,20.1534,19.9453,NA,-0.56%
2022-09-20,19.9211,19.9708,20.0254,19.8986,NA,-0.13%
2022-09-21,19.6739,19.9445,19.9625,19.6523,NA,-1.24%
2022-09-22,19.5962,19.6966,19.7576,19.5843,NA,-0.39%
2022-09-23,19.5535,19.6234,19.6779,19.5215,NA,-0.22%
2022-09-26,19.5944,19.5632,19.6798,19.4016,NA,0.21%
2022-09-27,19.5284,19.6145,19.6423,19.4893,NA,-0.34%
2022-09-28,19.5809,19.5497,19.6963,19.4559,NA,0.27%
2022-09-29,19.7821,19.599,19.8033,19.4813,NA,1.03%
2022-09-30,19.7352,19.7994,19.8337,19.561,NA,-0.24%
2022-10-03,19.6676,19.7465,19.7676,19.5669,NA,-0.34%
2022-10-04,19.9241,19.6835,19.977,19.6508,NA,1.30%
2022-10-05,19.8154,19.9366,19.9597,19.7959,NA,-0.55%
2022-10-06,19.6897,19.8257,19.9002,19.6897,NA,-0.63%
2022-10-07,19.5015,19.7045,19.725,19.4909,NA,-0.96%
2022-10-10,19.3584,19.5313,19.5369,19.3312,NA,-0.73%
2022-10-11,19.4823,19.3715,19.5762,19.346,NA,0.64%
2022-10-12,19.3837,19.4921,19.5396,19.3692,NA,-0.51%
2022-10-13,19.5187,19.4076,19.5936,19.3287,NA,0.70%
2022-10-14,19.507,19.5333,19.5914,19.4503,NA,-0.06%
2022-10-17,19.6563,19.5352,19.7113,19.4405,NA,0.77%
