"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2020","24.6606","24.7577","24.7675","24.7188","1.11K","-0.02%"
"06/30/2020","24.6654","24.7572","24.9435","24.6935","1.32K","0.00%"
"06/29/2020","24.6645","24.7570","24.7588","24.6855","0.87K","0.00%"
"06/26/2020","24.6640","24.7566","24.9360","24.6855","1.33K","0.00%"
"06/25/2020","24.6632","24.7566","24.7665","24.6905","1.18K","0.00%"
"06/24/2020","24.6632","24.7638","24.9075","24.6965","0.82K","-0.06%"
"06/23/2020","24.6776","24.7570","24.7785","24.6420","0.75K","-0.12%"
"06/22/2020","24.7070","24.7790","24.8040","24.6435","0.04K","0.04%"
"06/19/2020","24.6974","24.7869","24.8070","24.7395","1.29K","0.11%"
"06/18/2020","24.6700","24.7869","24.8255","24.7265","1.31K","-0.22%"
"06/17/2020","24.7238","24.7955","25.0105","24.7600","1.28K","-0.07%"
"06/16/2020","24.7409","24.7955","25.0105","24.7700","1.07K","0.00%"
"06/15/2020","24.7409","24.7997","25.0255","24.7700","0.83K","-0.03%"
"06/12/2020","24.7493","24.8059","25.0250","24.7800","1.13K","-0.05%"
"06/11/2020","24.7618","24.8059","25.0330","24.7800","0.92K","0.00%"
"06/10/2020","24.7618","24.8059","25.0495","24.7800","1.12K","0.00%"
"06/09/2020","24.7618","24.8094","25.0365","24.7800","1.31K","-0.03%"
"06/08/2020","24.7688","24.8230","25.0315","24.7850","0.78K","-0.02%"
"06/05/2020","24.7736","24.8118","25.0310","24.7850","1.27K","0.00%"
"06/04/2020","24.7736","24.8176","25.0660","24.7850","1.30K","-0.05%"
"06/03/2020","24.7853","24.8176","25.0410","24.7750","1.29K","0.00%"
"06/02/2020","24.7853","24.8176","25.0430","24.7950","1.22K","0.00%"
"06/01/2020","24.7853","24.8560","25.0630","24.7950","0.82K","0.00%"
"05/29/2020","24.7857","24.8180","24.8560","24.7950","1.33K","0.00%"
"05/28/2020","24.7860","24.8180","25.0430","24.7950","1.27K","0.00%"
"05/27/2020","24.7860","24.8160","25.0325","24.7900","1.33K","-0.08%"
"05/26/2020","24.8050","24.8160","25.0425","24.7850","0.78K","0.09%"
"05/25/2020","24.7819","24.8530","24.8620","24.8160","0.56K","0.00%"
"05/22/2020","24.7819","24.8160","25.0410","24.7900","0.47K","0.00%"
